,_id,ltable_id,rtable_id,ltable_product title,ltable_combo,rtable_product title,rtable_combo
411,411,a1138,w3420,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7600u 20gb ram 256gb pcie nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7600u 20gb ram 256gb pcie nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color lenovo ,pcie lenovo thinkpad t460s business windows 8.1 pro laptop - intel core i7-6600u 20gb ram 1tb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader,pcie lenovo thinkpad t460s business windows 8.1 pro laptop - intel core i7-6600u 20gb ram 1tb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader lenovo 
412,412,a1138,w3421,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7600u 20gb ram 256gb pcie nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7600u 20gb ram 256gb pcie nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color lenovo ,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 20gb ram 1tb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 20gb ram 1tb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader lenovo 
415,415,a1138,w3440,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7600u 20gb ram 256gb pcie nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7600u 20gb ram 256gb pcie nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color lenovo ,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 8gb ram 2tb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 8gb ram 2tb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader lenovo 
439,439,a1140,w718,hp envy 17t 17.3 full hd high performance touchscreen laptop pc (6th gen i7-6700hq quad-core processor 16gb ram 1tb hdddvd burner backlit keyboard windows 10),hp envy 17t 17.3 full hd high performance touchscreen laptop pc (6th gen i7-6700hq quad-core processor 16gb ram 1tb hdddvd burner backlit keyboard windows 10) hp hp envy 17t touch,2016 newest model hp envy 17.3 full hd high performance touchscreen laptop computer- 6th gen i7-6700hq quad-core processor 16gb ram 1tb hdddvd burner backlit keyboard wireless ac windows 10,2016 newest model hp envy 17.3 full hd high performance touchscreen laptop computer- 6th gen i7-6700hq quad-core processor 16gb ram 1tb hdddvd burner backlit keyboard wireless ac windows 10 hp 
459,459,a1206,w3061,lenovo t460s ultrabook 20f9003cus (14 display intel i7-6600u 2.6ghz 8gb ram 256gb ssd webcam backlit keyboard fingerprint reader windows 7 pro 64),lenovo t460s ultrabook 20f9003cus (14 display intel i7-6600u 2.6ghz 8gb ram 256gb ssd webcam backlit keyboard fingerprint reader windows 7 pro 64) lenovo 20f9003cus,lenovo thinkpad t460s business performance windows 7 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 7 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo 
468,468,a1206,w3162,lenovo t460s ultrabook 20f9003cus (14 display intel i7-6600u 2.6ghz 8gb ram 256gb ssd webcam backlit keyboard fingerprint reader windows 7 pro 64),lenovo t460s ultrabook 20f9003cus (14 display intel i7-6600u 2.6ghz 8gb ram 256gb ssd webcam backlit keyboard fingerprint reader windows 7 pro 64) lenovo 20f9003cus,pcie lenovo thinkpad t460s business windows 7 pro laptop - intel core i7-6600u 12gb ram 256gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard,pcie lenovo thinkpad t460s business windows 7 pro laptop - intel core i7-6600u 12gb ram 256gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard lenovo 
487,487,a1241,w2978,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 64gb ram 1tb ssd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 64gb ram 1tb ssd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi lenovo 20en-p10,lenovo thinkpad p51s 15.6'' premium mobile workstation ultrabook laptop (intel i7 processor 32gb ram 500gb hdd 15.6 inch fhd 1920x1080 ips display nvidia quadro m520m fingerprint win 10 pro),lenovo thinkpad p51s 15.6'' premium mobile workstation ultrabook laptop (intel i7 processor 32gb ram 500gb hdd 15.6 inch fhd 1920x1080 ips display nvidia quadro m520m fingerprint win 10 pro) michaelelectronics2 len-15-01217-p71me3
495,495,a1241,w3061,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 64gb ram 1tb ssd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 64gb ram 1tb ssd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi lenovo 20en-p10,lenovo thinkpad t460s business performance windows 7 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 7 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo 
496,496,a1241,w3064,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 64gb ram 1tb ssd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 64gb ram 1tb ssd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi lenovo 20en-p10,lenovo thinkpad t460s business performance windows 8.1 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 8.1 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo 
509,509,a1241,w3097,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 64gb ram 1tb ssd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 64gb ram 1tb ssd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi lenovo 20en-p10,lenovo thinkpad t460s business performance windows 8.1 pro laptop - intel core i7-6600u 12gb ram 128gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader ac wifi,lenovo thinkpad t460s business performance windows 8.1 pro laptop - intel core i7-6600u 12gb ram 128gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader ac wifi lenovo 
536,536,a1241,w3262,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 64gb ram 1tb ssd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 64gb ram 1tb ssd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi lenovo 20en-p10,lenovo thinkpad t460s touch performance windows 8.1 pro laptop - intel core i7-6600u 8gb ram 1tb ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader ac wifi,lenovo thinkpad t460s touch performance windows 8.1 pro laptop - intel core i7-6600u 8gb ram 1tb ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader ac wifi lenovo 
538,538,a1241,w3264,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 64gb ram 1tb ssd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 64gb ram 1tb ssd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi lenovo 20en-p10,lenovo thinkpad t460s touch performance windows 7 pro laptop - intel core i7-6600u 8gb ram 1tb ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader ac wifi,lenovo thinkpad t460s touch performance windows 7 pro laptop - intel core i7-6600u 8gb ram 1tb ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader ac wifi lenovo 
551,551,a1241,w3302,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 64gb ram 1tb ssd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 64gb ram 1tb ssd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi lenovo 20en-p10,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 12gb ram 1tb ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 12gb ram 1tb ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader ac wifi lenovo 
583,583,a1249,w1501,prostar clevo p650hs-g vr ready gaming laptop 15.6 120hz 5ms matte display w/ nvidia g-sync intel core i7-7700hq 32gb ddr4 gtx 1070 512gb ssd 1tb hdd wi-fi + bluetooth 1-year warranty,prostar clevo p650hs-g vr ready gaming laptop 15.6 120hz 5ms matte display w/ nvidia g-sync intel core i7-7700hq 32gb ddr4 gtx 1070 512gb ssd 1tb hdd wi-fi + bluetooth 1-year warranty prostar p650hs-g,prostar clevo gaming laptop n850hp6 15.6” fhd ips (1920x1080) led matte type display intel core i7-7700hq 32gb ddr4 gtx 1060 250gb ssd windows 10 home wi-fi+bluetooth 1-year warranty,prostar clevo gaming laptop n850hp6 15.6” fhd ips (1920x1080) led matte type display intel core i7-7700hq 32gb ddr4 gtx 1060 250gb ssd windows 10 home wi-fi+bluetooth 1-year warranty prostar n850hp6
596,596,a1249,w1560,prostar clevo p650hs-g vr ready gaming laptop 15.6 120hz 5ms matte display w/ nvidia g-sync intel core i7-7700hq 32gb ddr4 gtx 1070 512gb ssd 1tb hdd wi-fi + bluetooth 1-year warranty,prostar clevo p650hs-g vr ready gaming laptop 15.6 120hz 5ms matte display w/ nvidia g-sync intel core i7-7700hq 32gb ddr4 gtx 1070 512gb ssd 1tb hdd wi-fi + bluetooth 1-year warranty prostar p650hs-g,prostar clevo gaming laptop n855hj 15.6” full hd (1920x1080) matte type display intel core i7-7700hq 16gb ddr4 gtx 1050 512gb nvme ssd 1tb hdd windows 10 home wi-fi+bluetooth 1-year warranty,prostar clevo gaming laptop n855hj 15.6” full hd (1920x1080) matte type display intel core i7-7700hq 16gb ddr4 gtx 1050 512gb nvme ssd 1tb hdd windows 10 home wi-fi+bluetooth 1-year warranty prostar n855hj
600,600,a1249,w1567,prostar clevo p650hs-g vr ready gaming laptop 15.6 120hz 5ms matte display w/ nvidia g-sync intel core i7-7700hq 32gb ddr4 gtx 1070 512gb ssd 1tb hdd wi-fi + bluetooth 1-year warranty,prostar clevo p650hs-g vr ready gaming laptop 15.6 120hz 5ms matte display w/ nvidia g-sync intel core i7-7700hq 32gb ddr4 gtx 1070 512gb ssd 1tb hdd wi-fi + bluetooth 1-year warranty prostar p650hs-g,prostar clevo n850hk1 15.6” full hd ips (1920x1080) matte display gaming laptop intel core i7-7700hq 16gb ddr4 gtx 1050ti 512gb nvme ssd 1tb hdd windows 10 wi-fi+bluetooth 1-year warranty,prostar clevo n850hk1 15.6” full hd ips (1920x1080) matte display gaming laptop intel core i7-7700hq 16gb ddr4 gtx 1050ti 512gb nvme ssd 1tb hdd windows 10 wi-fi+bluetooth 1-year warranty prostar n850hk1
604,604,a1249,w1573,prostar clevo p650hs-g vr ready gaming laptop 15.6 120hz 5ms matte display w/ nvidia g-sync intel core i7-7700hq 32gb ddr4 gtx 1070 512gb ssd 1tb hdd wi-fi + bluetooth 1-year warranty,prostar clevo p650hs-g vr ready gaming laptop 15.6 120hz 5ms matte display w/ nvidia g-sync intel core i7-7700hq 32gb ddr4 gtx 1070 512gb ssd 1tb hdd wi-fi + bluetooth 1-year warranty prostar p650hs-g,prostar clevo gaming laptop n850hp6 15.6” fhd ips (1920x1080) led matte type display intel core i7-7700hq 16gb ddr4 gtx 1060 500gb ssd 1tb hdd windows 10 home wi-fi+bluetooth 1-year warranty,prostar clevo gaming laptop n850hp6 15.6” fhd ips (1920x1080) led matte type display intel core i7-7700hq 16gb ddr4 gtx 1060 500gb ssd 1tb hdd windows 10 home wi-fi+bluetooth 1-year warranty prostar n850hp6
614,614,a1249,w1590,prostar clevo p650hs-g vr ready gaming laptop 15.6 120hz 5ms matte display w/ nvidia g-sync intel core i7-7700hq 32gb ddr4 gtx 1070 512gb ssd 1tb hdd wi-fi + bluetooth 1-year warranty,prostar clevo p650hs-g vr ready gaming laptop 15.6 120hz 5ms matte display w/ nvidia g-sync intel core i7-7700hq 32gb ddr4 gtx 1070 512gb ssd 1tb hdd wi-fi + bluetooth 1-year warranty prostar p650hs-g,prostar clevo p650hp6-g vr ready gaming 15.6 fhd/ips/matte display with g-sync intel core i7-7700hq 16gb ddr4 gtx 1060 256gb ssd 1tb hdd windows 10 home wi-fi+bluetooth 1-year warranty,prostar clevo p650hp6-g vr ready gaming 15.6 fhd/ips/matte display with g-sync intel core i7-7700hq 16gb ddr4 gtx 1060 256gb ssd 1tb hdd windows 10 home wi-fi+bluetooth 1-year warranty prostar p650hp6-g
620,620,a1249,w1608,prostar clevo p650hs-g vr ready gaming laptop 15.6 120hz 5ms matte display w/ nvidia g-sync intel core i7-7700hq 32gb ddr4 gtx 1070 512gb ssd 1tb hdd wi-fi + bluetooth 1-year warranty,prostar clevo p650hs-g vr ready gaming laptop 15.6 120hz 5ms matte display w/ nvidia g-sync intel core i7-7700hq 32gb ddr4 gtx 1070 512gb ssd 1tb hdd wi-fi + bluetooth 1-year warranty prostar p650hs-g,prostar clevo p650hp6-g vr ready gaming 15.6 fhd/ips/matte display with g-sync intel core i7-7700hq 16gb ddr4 gtx 1060 512gb nvme ssd 1tb hdd windows 10 home wi-fi+bluetooth 1-year warranty,prostar clevo p650hp6-g vr ready gaming 15.6 fhd/ips/matte display with g-sync intel core i7-7700hq 16gb ddr4 gtx 1060 512gb nvme ssd 1tb hdd windows 10 home wi-fi+bluetooth 1-year warranty prostar p650hp6-g
623,623,a1249,w1618,prostar clevo p650hs-g vr ready gaming laptop 15.6 120hz 5ms matte display w/ nvidia g-sync intel core i7-7700hq 32gb ddr4 gtx 1070 512gb ssd 1tb hdd wi-fi + bluetooth 1-year warranty,prostar clevo p650hs-g vr ready gaming laptop 15.6 120hz 5ms matte display w/ nvidia g-sync intel core i7-7700hq 32gb ddr4 gtx 1070 512gb ssd 1tb hdd wi-fi + bluetooth 1-year warranty prostar p650hs-g,prostar clevo p650hp6-g vr ready gaming 15.6 fhd/ips/matte display with g-sync intel core i7-7700hq 32gb ddr4 gtx 1060 512gb ssd 1tb hdd windows 10 home wi-fi+bluetooth 1-year warranty,prostar clevo p650hp6-g vr ready gaming 15.6 fhd/ips/matte display with g-sync intel core i7-7700hq 32gb ddr4 gtx 1060 512gb ssd 1tb hdd windows 10 home wi-fi+bluetooth 1-year warranty prostar p650hp6-g
626,626,a1252,w765,lenovo y700 15.6 inch ultra hd 4k ips gaming notebook computer intel core i7-6700hq 2.6ghz 16gb ram 1tb hdd plus 256gb ssd nvidia geforce gtx 960m 4gb gddr5 windows 10,lenovo y700 15.6 inch ultra hd 4k ips gaming notebook computer intel core i7-6700hq 2.6ghz 16gb ram 1tb hdd plus 256gb ssd nvidia geforce gtx 960m 4gb gddr5 windows 10 lenovo y700,dell 15.6 4k ultra hd touch screen laptop intel core i7-6700hq nvidia geforce gtx 960m 4gb ddr5 graphic card 16gb ddr3l memory 1tb hd +128gb ssd windows 10 home i7559-7514gry,dell 15.6 4k ultra hd touch screen laptop intel core i7-6700hq nvidia geforce gtx 960m 4gb ddr5 graphic card 16gb ddr3l memory 1tb hd +128gb ssd windows 10 home i7559-7514gry dell i7559-7514gry
630,630,a1269,w2992,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7600u 16gb ram 512gb ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7600u 16gb ram 512gb ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color lenovo ,2017 lenovo thinkpad x1 carbon (5th gen) - windows 10 pro - intel core i7-7500u 180gb ssd 8gb ram 14 wqhd ips (2560x1440) display fingerprint reader (classic black),2017 lenovo thinkpad x1 carbon (5th gen) - windows 10 pro - intel core i7-7500u 180gb ssd 8gb ram 14 wqhd ips (2560x1440) display fingerprint reader (classic black) lenovo 2017
640,640,a1269,w3138,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7600u 16gb ram 512gb ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7600u 16gb ram 512gb ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color lenovo ,lenovo thinkpad t460s business performance windows 7 pro laptop - intel core i7-6600u 8gb ram 512gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader ac wifi,lenovo thinkpad t460s business performance windows 7 pro laptop - intel core i7-6600u 8gb ram 512gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader ac wifi lenovo 
643,643,a1269,w3143,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7600u 16gb ram 512gb ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7600u 16gb ram 512gb ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color lenovo ,lenovo thinkpad t460s touch performance windows 8.1 pro laptop - intel core i7-6600u 8gb ram 512gb ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader ac wifi,lenovo thinkpad t460s touch performance windows 8.1 pro laptop - intel core i7-6600u 8gb ram 512gb ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader ac wifi lenovo 
