id,product title,price,average battery life,brand,display resolution,hard disk size,laptop computer type,operating system,processor (cpu) manufacturer,processor count,processor speed,ram size,screen size
a87,2018 Asus VivoBook Max 15.6 inch HD Flagship High Performance Laptop PC | Intel Pentium N4200 Quad-Core | 4GB RAM | 500GB HDD | Bang & Olufsen Audio | USB Type-C | DVD +/-RW | Windows 10,$253.00,,Asus,,500 GB,PC,Windows 10,1.1 GHz Pentium,4,1.1 GHz,4 GB,15.6in
a88,Dell Inspiron i3552-4042BLK 15.6 Inch Laptop (Intel Celeron 4 GB RAM 500 GB HDD Black),$278.85,8 hours,Dell,1366x768 pixels,500 GB,,Windows 10,1.6 GHz Intel Celeron,1,1.6 GHz,4 GB,15.6in
a89,HP 15.6 High Performance Touchscreen Laptop PC Intel i3-7100u Dual-Core Processor 8GB Memory 1TB HDD DVD+RW HDMI Webcam WIFI Bluetooth Windows 10-Black,$433.00,6 hours,HP,,,,Windows 10,Intel Core i3,2,,6 GB,15.6in
a90,2018 Flagship Dell Inspiron Laptop FHD IPS 15.6 Touchscreen Intel Quad-Core i5-8250U (Beat i7-7500U) 8GB DDR4 1TB HDD DVDRW Backlit Keyboard WIFI Bluetooth Webcam Windows 10,$589.99,,Dell_Inspiron_i5-8250U,,1 TB,PC,Windows 10,1.6 GHz Intel Core i5,4,1.6 GHz,8 GB,15.6in
a91,2017 Dell Inspiron 15 5566 Laptop: Core i5-7200U 8GB DDR4 RAM 256GB Solid State Drive SSD 802.11ac Bluetooth Windows 10 Professional,$599.00,,Dell,1366 x 768,256 GB,PC,Windows 10,2.5 GHz Intel Core i5,2,2.5 GHz,8 GB,15.6in
a92,Acer Predator Helios 300 Gaming Laptop Intel Core i7 GeForce GTX 1060 17.3 Full HD 16GB DDR4 1TB HHD + 256GB SSD Black PH317-51-787B,$1284.51,7 hours,Acer,1920 x 1080 pixels,256,,Windows 10,2.8 GHz Intel Core i7,4,2.8 GHz,16 GB,17.3in
a93,HP 17.3 HD+ Notebook (2018 New) Intel Core i3-7100U Processor 2.4 GHz 8GB Memory 2TB Hard Drive Optical Drive HD Webcam Backlit Keyboard Windows 10 Home Smoke Gray,$490.00,,HP,,2 TB,PC,Windows 10,2.4 GHz Intel Core i3,2,2.4 GHz,8 GB,17.3in
a94,HP 15.6 HD Touchscreen Notebook (2018 Newest) Latest 8th Gen Intel Core i7-8550U Processor up to 4.00 GHz 8GB DDR4 256 GB M.2 SSD DVD RW Webcam Bluetooth Windows 10 Home,$662.35,,HP,1366 x 768,256 GB,PC,Windows 10,1.8 GHz Intel Core i7,4,1.8 GHz,8 GB,15.6in
a95,Lenovo Ideapad 320 Flagship High Performance 15.6 inch HD Laptop PC Intel Celeron N3350 Dual-Core 4GB RAM 1TB HDD DVD RW Bluetooth 4.1 WIFI Windows 10 Plum Purple,$273.83,,Lenovo,1366 x 768,1 TB,PC,Windows 10,1.1 GHz Intel Celeron,2,1.1 GHz,4 GB,15.6in
a96,Huawei MateBook X Signature Edition Ultraslim Laptop 13 QHD (2K) Intel Core i7-7500U 8GB RAM 512GB SSD Fingerprint Office 365 Personal MateDock v2.0 Prestige Gold,$946.00,,Huawei,21601440 pixels,8.0,,Windows 10,2.7 GHz 8032,2,2.7 GHz,8 GB,13in
a97,Dell XPS 13 9365 13.3 2 in 1 Laptop FHD Touchscreen 7th Gen Intel Core i7-7Y75 8GB RAM 256GB SSD Windows 10 Home,$999.00,15 hours,Dell,1920 x 1080,256 GB,PC,Windows 10,1.3 GHz Intel Core i7,2,1.3 GHz,8 GB,13.3in
a98,Samsung Chromebook Plus Convertible Touch Laptop (XE513C24-K01US),$479.00,10 hours,Samsung,2400x1600 pixels,32,Chrome,Chrome,2 GHz None,6,2 GHz,4 GB,12.3in
a99,Acer Swift 3 8th Gen Intel Core i5-8250U NVIDIA GeForce MX150 14 Full HD 8GB LPDDR3 256GB SSD SF314-52G-55WQ,$838.50,10 hours,Acer,1920 x 1080 pixels,256.0,,Windows 10 Home,1.6 GHz Intel Core i5,4,1.6 GHz,8 GB,14in
a100,Newest Lenovo IdeaPad 320 15.6-inch HD Anti-Glare(1366x768) Display Laptop PC Intel Celeron N3350 Processor 1.1GHz 4GB DDR4 RAM 1TB HDD HDMI Bluetooth WiFi Webcam DVD-RW Windows 10- Black,$303.99,,Lenovo,,1 TB,PC,Windows 10,1.1 GHz Intel Celeron,2,1.1 GHz,4 GB,15.6in
a101,ASUS Gaming Laptop GTX 1050 Ti 4GB Intel Core i7 17.3” Wideview FHD Display 8GB DDR4 1TB 7200RPM HDD Backlit Keyboard FX73VE,$889.00,,Asus,1920x1080 pixels,1000 GB,PC,Windows 10,2.8 GHz Intel Core i7,4,2.8 GHz,8 GB,17.3in
a102,ASUS Chromebook C300SA Compact 13.3 Inch (Intel Celeron 4GB 16GB eMMC Black),$199.99,10 hours,Asus,1366x768 pixels,16,,Chrome,1.6 GHz Celeron N3060,2,1.6 GHz,4 GB,13.3in
a103,ASUS ZenBook UX303UA 13.3-Inch FHD Touchscreen Laptop Intel Core i5 8 GB RAM 256 GB SSD Windows 10 (64 bit),$729.99,7 hours,Asus,1920*1080 pixels,256,PC,Windows 10,2.3 GHz Intel Core i5,2,2.3 GHz,8 GB,13.3in
a104,2017 HP Business Flagship High Performance 15.6 Laptop PC AMD A12-9700P APU Quad-Core Processor 8GB DDR4 Memory 1TB HDD DVD-RW AMD Radeon R7 Graphics Bluetooth Webcam Window 10-Blue,$437.50,5.5 hours,HP,,1 TB,PC,windows 10,2.7 GHz AMD A Series,2,2.7 GHz,8 GB,15.6in
a105,HP 15.6-Inch HD Touchscreen Laptop (Intel Quad Core Pentium N3540 2.16 GHz 4GB DDR3L-1600 Memory 500 GB HDD DVD Burner HDMI HD Webcam Win 10),$325.00,6 hours,HP,1366 x 768,500 GB,PC,Windows 10,2.16 GHz Intel Celeron,2,2.16 GHz,4 GB,15.6in
a106,2017 Lenovo Yoga 710 2-in-1 11.6 FHD IPS High Performance Touch-Screen Laptop Intel Pentium Processor 4GB RAM 128GB SSD HDMI Bluetooth 802.11ac Webcam No DVD Win10-Aluminum chassis,$519.00,9 hours,Lenovo,1920 x 1080 (Full HD),128 GB,PC,Windows 10,1.5 GHz Pentium,2,1.5 GHz,4 GB,11.6in
a107,Brand New Dell XPS 9370 Laptop 13.3 UHD (3840 x 2160) InfinityEdge Touch Display 8th Gen Intel Core i7-8550U 16GB RAM 512 GB SSD Fingerprint Reader Windows 10 Silver,$1909.99,,Dell,,512 GB,PC,Windows 10,4 GHz Intel Core i7,1,4 GHz,16 GB,13.3in
a108,2017 Lenovo N23 11.6-inch Touchscreen 2-in-1 Business Laptop Intel Celeron N3060 4GB Memory 32GB eMMC Windows 10 Professional,$249.99,5 hours,Lenovo,,32 GB,PC,Windows 10,1.6 GHz Intel Celeron,2,1.6 GHz,4 GB,11.6in
a109,2017 Newest Acer Premium R11 11.6 Convertible 2-in-1 HD IPS Touchscreen Chromebook - Intel Quad-Core Celeron N3160 1.6GHz 4GB RAM 32GB eMMC Bluetooth HD Webcam HDMI USB 3.0 Chrome OS - White,$300.00,10 hours,Acer,1366x768 HD IPS,32 GB,Home and Education Chromebook,Chrome OS,1.6 GHz Intel Celeron,2,1.6 GHz,6 GB,11.6in
a110,2018 Newest Business Flagship HP Stream Laptop PC with 1-Year Office 14 HD WLED-backlit Display Intel Celeron Dual Core-Processor 4GB RAM 32GB eMMC Hard Drive Bluetooth HDMI Webcam Windows 10-Black,$224.51,,hp,,,,,Intel,2,,4 GB,14in
a111,Dell Inspiron 5000 Flagship 15.6 HD Laptop PC | Intel Core i7-7500U | 16GB RAM | 512GB SSD | DVD +/-RW | Bluetooth | WIFI | 2 USB 3.0 | RJ-45 | Windows 10 Pro (Black),$877.23,,Dell,,512 GB,PC,Windows 10,2.7 GHz Intel Core i7,2,2.7 GHz,16 GB,15.6in
a112,Dell XPS9360-1718SLV 13.3 Laptop (7th Gen Intel Core i5 8GB RAM 128 GB SSD) Machined Aluminum Display Back & Base In Silver,$799.99,,Dell,1920X1080 pixels,128,PC,Windows 10,2.5 GHz Intel Core i5,2,2.5 GHz,8 GB,13.3in
a113,Dell XPS 13 9360 13.3 Full HD Anti-Glare InfinityEdge Touchscreen Laptop Intel 7th Gen Kaby Lake i5 7200U 8GB RAM 128GB SSD,$804.90,,Dell,1920 x 1080,128 GB,PC,Windows 10,2.5 GHz Intel Core i5,2,2.5 GHz,8 GB,13.3in
a114,HP EliteBook Folio 9470M 14 Intel Core i5-3427U 1.8GHz 8GB 180GB SSD Windows 10 Pro (Certified Refurbished),$268.50,,HP,,180 GB,PC,Windows 10 Professional,1.8 GHz Intel Core i5,1,1.8 GHz,8 GB,14in
a115,ASUS ROG STRIX Gaming Laptop 17 Full HD 120Hz Panel Intel Core i7 2.8GHz GTX 1080 8GB 16GB DDR4 256GB PCIe SSD 1TB HDD Black Aluminum Hairline (GL702VI-WB74),$1899.00,,Asus,1920 x 1080 pixels,256.0,,Windows 10,2.8 GHz Intel Core i7,4,2.8 GHz,16 GB,17.3in
a116,2018 Newest HP ENVY x360 Convertible 2-in-1 Full HD IPS 15.6 Touchscreen Notebook Intel Quad Core i7-8550U Processor 12GB Memory 1TB Hard Drive HD Webcam Backlit Keyboard Bang & Olufsen Audio,$813.00,,hp,1920x1080,1 TB,,Windows 10,Intel,2,1.8 GHz,12 GB,15.6in
a117,2017 HP Pavilion Business Flagship Laptop PC 15.6 Full HD IPS WLED-backlit Display Intel i7-7500U Processor 12GB DDR4 Memory 1TB HDD Backlit-Keyboard Bluetooth Webcam B&O Audio Windows 10-Gray,$609.00,9 hours,HP,1920x1080,1 TB,PC,Windows 10,2.7 GHz Intel Core i7,2,2.7 GHz,12 GB,15.6in
a118,Lenovo Ideapad 210s 11.6 inch HD Flagship Laptop (2018 Edition)| Intel Celeron N3350 Dual-Core up to 2.0GHz| 2GB RAM| 32GB eMMC | Windows 10| Office 365 Personal,$178.00,,Lenovo-11.6-2GB-32GB-Mineral gray,,32 GB,PC,Windows 10,1.1 GHz Intel Core 2 Duo,2,1.1 GHz,2 GB,11.6in
a119,2018 Dell Business Flagship Laptop Notebook 15.6 HD LED-Backlit Display Intel i5-7200U Processor 8GB DDR4 RAM 256GB SSD DVD-RW HDMI Webcam Bluetooth Windows 10 Pro-Black,$636.99,,Dell,1366x768,256 GB,PC,Windows 10,2.5 GHz Intel Core i5,2,2.5 GHz,8 GB,15.6in
a120,Lenovo 320S Business Laptop PC 14 LED-Backlit Display Intel i5-7200U Processor 8GB DDR4 RAM 256GB SSD Dolby Audio HDMI 802.11ac Webcam Bluetooth 3.7 lbs Windows 10-Silver,$632.85,,Lenovo,1366x768,256 GB,PC,Windows 10,2.5 GHz Intel Core i5,4,2.5 GHz,8 GB,14in
a121,2018 Premium HP Envy X360 2-in-1 15.6 FHD 1080P IPS Touchscreen Laptop-Quad Core AMD FX 9800P 3.6 GHz 8GB DDR4 RAM 1TB 7200RPM HDD HDMI Bluetooth Backlit Keyboard B&O Audio Windows Ink Win10,$608.88,9 hours,HP,1920x1080,1 TB,PC,Windows 10,2.7 GHz FX 4-Core,4,2.7 GHz,8 GB,15.6in
a122,Dell Inspiron 15 5000 Laptop - 15.6 Screen 7th Generation Intel Core i7-7500U 12GB Memory 1TB Hard Drive Windows 10 Home,$633.00,,Dell,1366 x 768,1 TB,PC,Windows 10,2.7 GHz Intel Core i7,2,2.7 GHz,12 GB,15.6in
a123,2017 Acer Aspire High Performance 15.6? HD Laptop AMD A9-9420 Processor up to 3.6GHz 6GB DDR4 RAM 1TB HDD AMD Radeon R5 Graphics HDMI 802.11AC Bluetooth Webcam USB3.0 Windows 10,$335.00,5.5 hours,Acer,1366 x 768 (HD),1 TB,PC,Windows 10,3 GHz AMD A Series,2,3 GHz,6 GB,15.6in
a124,HP 15.6 HD Laptop PC Computer AMD Quad-Core E2-7110 APU 1.8GHz 4GB DDR3 RAM 500GB HDD AMD Radeon R2 DVDRW USB 3.0 HD Webcam HDMI Rj-45 Windows 10 Home,$267.36,6 hours,HP,1366x768,500 GB,PC,Windows 10,1.8 GHz AMD E Series,4,1.8 GHz,4 GB,15.6in
a125,DELL I3567-3636BLK-PUS Inspiron Touchscreen HD Laptop PC 15.6,$387.76,5 hours,Dell,1366x768 pixels,8.0,PC,Windows 10,2.4 GHz Intel Core Duo,2,2.4 GHz,8 GB,15.6in
a126,Dell Inspiron 15 7567 Laptop: Core i5-7300HQ 256GB SSD 8GB RAM GTX 1050Ti 15.6inch Full HD Display,$788.99,,Dell,,256 GB,PC,Windows 10,2.5 GHz Intel Core i5,4,2.5 GHz,8 GB,15.6in
a127,Acer Aspire 3 15.6 High Performance Laptop PCAMD A9-9420 (Up to 3.6GHz) 6GB RAM 1TB HDDWindows 10 (Black),$332.75,5 hours,Acer,1366 x 768,1 TB,PC,Windows 10,3 GHz AMD A Series,2,3 GHz,6 GB,15.6in
a128,Dell Inspiron 5000 Gaming Laptop - 15.6 Full HD AMD A-10 Quad Core 8GB RAM 1TB HDD Radeon RX 460 Windows 10 Home Black - i5576-A298BLK-PUS,$535.00,,Dell,1920 x 1080 pixels,1000 GB,PC,Windows 10,3.3 GHz 8032,4,3.3 GHz,8 GB,15.6in
a129,Predator Triton 700 Gaming Laptop Intel Core i7 Overclockable GeForce GTX 1080 15.6 FHD NVIDIA G-SYNC Mechanical KB 256GBx2 RAID 0 SSD 32GB DDR4 PT715-51-732Q,$2949.00,2 hours,Acer,1920 x 1080 pixels,512.0,,Windows 10 Home,2.8 GHz Intel Core i7,4,2.8 GHz,32 GB,15.6in
a130,2018 Newest Premium Dell Inspiron 15.6 HD LED-backlit Display Laptop PC Intel Celeron Dual-Core Processor 4GB RAM 500GB HDD WiFi HDMI DVD-RW Webcam Bluetooth MaxxAudio Windows 10-Black,$309.00,,Dell Computers,,500 GB,,Windows 10,Intel,4,1.6 GHz,4 GB,15.6in
a131,Lenovo Idea pad 320 80XM0000US 17.3 Traditional Laptop,$498.00,5 hours,Lenovo,1600x900 pixels,1000 GB,PC,Windows 10,2.5 GHz Intel Core i5,2,2.5 GHz,8 GB,17.3in
a132,Acer Chromebook 11.6-Inch CB3-111-C670 (Intel Celeron 2GB 16GB SSD White) Discontinued by Manufacturer,$188.85,8.5 hours,Acer,1366 x 768 pixels,16,PC,Chrome,2.16 GHz Intel Celeron,2,2.16 GHz,2 GB,11.6in
a133,2018 Newest HP Flagship High Performance 15.6 inch HD Touchscreen Backlit Keyboard Laptop PC 8th Gen Intel Core i5-8250U Quad-Core 8GB DDR4 2TB HDD + 128GB SSD DVD RW Bluetooth WIFI Windows 10,$749.99,,HP,,2128 GB,PC,Windows 10,1.6 GHz Intel Core i5,4,1.6 GHz,8 GB,15.6in
a134,HP - 17.3 Laptop - Intel Core i5 - 8GB Memory - 1TB HDD,$511.85,5 hours,HP,1600 x 900,1 TB,PC,Windows 10,2.5 GHz Intel Core i5,2,2.5 GHz,8 GB,17.3in
a135,Apple MacBook Pro MLVP2LL/A 13-inch Laptop with Touch Bar 2.9GHz dual-core Intel Core i5 256GB Retina Display Silver (Discontinued by Manufacturer),$1445.00,10 hours,Apple,2560x1600 pixels,256,,Mac OS Sierra,2.9 GHz Intel Core i5,1,2.9 GHz,8 GB,13.3in
a136,Dell Inspiron 15 Gaming Laptop: Core i7-7700HQ 16GB RAM 128GB SSD and 1TB HDD GTX 1060 6GB 15.6-inch Full HD Display,$1089.88,,Dell,1920 x 1080 (Full HD),1 TB,PC,Windows 10,2.8 GHz Core i7-740QM,2,2.8 GHz,16 GB,15.6in
a137,Dell i7570-7817SLV-PUS Inspiron - 8th Gen Intel Core i7 - 8GB Memory - 1TB Hard Drive - NVIDIA GeForce 940MX 15.6 Touch Display Platinum Silver,$839.85,,Dell,1920 x 1080 pixels,8.0,PC,Windows 10,4 GHz,4,4 GHz,8 GB,15.6in
a138,ASUS VivoBook Flip 14 Thin and Light 2-in-1 HD Touchscreen Laptop Intel 2.2GHz Processor 4GB RAM 64GB Storage Windows 10 in S Mode (Switchable to Win10 Pro) - TP401NA-YS02,$349.00,,Asus,1920x1080 pixels,64,,Windows 10,8032,4,0 MHz,4 GB,14in
a139,HP Envy 15.6 x360 2-in-1 Convertible Full HD IPS Touchscreen Laptop| Intel Core i7-7500U | 12GB RAM | 1TB HDD | Backlit Keyboard | Bluetooth | HDMI | B&O Play | Windows 10 (Silver),$829.99,9 hours,HP,1920 x 1080 (FHD Touch),1 TB,PC,Windows 10,2.7 GHz Intel Core i7,2,2.7 GHz,12 GB,15.6in
a140,2018 Flagship HP Pavilion 15.6 Full HD IPS WLED-Backlit Business Laptop Intel Dual-Core i7-7500U Up TO 3.5GHz 16GB DDR4 1TB HDD Backlit keyboard 802.11ac Bluetooth Webcam HDMI USB Type-C Win 10,$749.00,7.75 hours,HP,1920x1080,1 TB,PC,Windows 10,2.7 GHz Intel Core i7,4,2.7 GHz,16 GB,15.6in
a141,Dell Inspiron 15.6 LED-Backlit Display Laptop PC Intel i5-7200U Processor 8GB DDR4 RAM 256GB SSD DVD-RW Backlit-keyboard HDMI 802.11ac Webcam Bluetooth Windows 10-Gray,$626.89,,Dell,1366x768,256 GB,PC,Windows 10,2.5 GHz Intel Core i5,2,2.5 GHz,8 GB,15.6in
a142,Lenovo ThinkPad T470 Laptop with Intel Core i5-7300U Processor 8GB DDR4 RAM 180GB SSD Black - 14 - Black - 20HD004BUS,$1079.99,,Lenovo,1920x1080 pixels,180,PC,Windows 10 Pro,2.6 GHz Core i7-740QM,1,2.6 GHz,8 GB,14in
a143,ASUS Zenbook 13.3 Full HD 1920x1080 Touchscreen 2-in-1 Laptop PC Intel Core M3-6Y30 Processor 8GB RAM 256GB SSD 802.11AC Wifi HDMI Bluetooth Webcam Windows 10-Gray,$638.00,12 hours,Asus,1920 x 1080 pixels,256.0,PC,Windows 10,0.9 GHz core_m,2,0.9 GHz,8 GB,13.3in
a144,Lenovo Legion Y520 Gaming Laptop - Core i7-7700HQ 16GB RAM 2TB HDD + 256GB SSD 1050Ti 4GB 15.6 Full HD,$947.89,,Lenovo,1920 x 1080,256 GB,PC,Windows 10,2.8 GHz Intel Core i7,4,2.8 GHz,16 GB,15.6in
a145,2017 Newest Premium Business Flagship HP 11.6-inch Touchscreen Chromebook Intel Celeron Dual-Core Processor 4GB RAM 16GB eMMC Hard Drive 802.11AC WIFI HDMI Webcam Bluetooth 12-hour Battery Chrome OS,$224.99,,HP_touch,1366x768,16 GB,PC,Chrome OS,1.6 GHz Intel Celeron,2,1.6 GHz,4 GB,11.6in
a146,Acer Chromebook 15 CB5-571-C1DZ (15.6-Inch Full HD IPS 4GB RAM 16GB SSD),$245.99,9 hours,Acer,1920 x 1080 pixels,16.0,,Chrome,1.5 GHz Intel Celeron,1,1.5 GHz,4 GB,15.6in
a147,ASUS ZenBook 13 UX331UN-WS51T Ultra-Slim Laptop 13.3” FHD WideView Touch display 8th gen Intel Core i5-8250U Processor 8GB LPDDR3 256GB SSD Nvidia MX150 Windows 10 Backlit keyboard Fingerprint,$999.00,,Asus,1920x1080 pixels,256.0,,Windows 10 Home,3.4 GHz 8032,4,3.4 GHz,8 GB,13.3in
a148,ASUS Gaming Thin and Light Laptop 15.6-inch Full HD  Intel Core i7-7700HQ Processor 16GB DDR4 RAM 128GB SSD + 1TB HDD GeForce GTX 1060 3GB Windows 10 - FX502VM-AS73,$1075.55,,Asus,1920 x 1080 pixels,128.0,,Windows 10,2.8 GHz None,4,2.8 GHz,16 GB,15.6in
a149,Lenovo 320-15 - 15.6 HD - AMD A12-9720P - 8GB Memory - 1TB Hard Drive - Gray,$389.29,5 hours,Lenovo,,1 TB,PC,windows 10,3.6 GHz AMD A Series,2,3.6 GHz,6 GB,15.6in
a150,Dell Latitude 7480 14” Business Laptop - TFJ45 (14” FHD Display i7-7600U 2.80GHz 16GB DDR4 256GB SSD Windows 10 Pro 64),$1358.99,13 hours,Dell,1920x1080 pixels,256,PC,Windows 10 Pro,2.8 GHz Intel Core i7,2,2.8 GHz,16 GB,14in
a151,HP Chromebook Intel Celeron N2840 4GB RAM 16GB eMMC with Chrome OS (14-ak040nr),$237.00,,HP,1366x768 pixels,16.0,,Chrome,2.16 GHz None,2,2.16 GHz,4 GB,14in
a152,Lenovo Thinkpad E570 15.6 Notebook Windows 10 Pro 64-bit Intel Core i5-7200 2.5 GHz 4 GB DDR4 SDRAM 500 GB HDD Intel HD Graphics 620 Bluetooth 4.1 Fingerprint Reader Black (20H50048US),$577.99,7 hours,Lenovo,1366x768 pixels,500 GB,Windows,Windows 10 Pro,2.5 GHz 8032,1,2.5 GHz,4 GB,15.6in
a153,ASUS VivoBook W202NA-YS02 Rugged 11.6-inch Windows 10 S (Upgradable to Pro) K-12 Education Laptop Intel Celeron processor 2.4 GHz 4GB RAM 64GB eMMC HDD spill proof keyboard USB 3.0 HDMI webcam,$286.23,,Asus,1366x768 pixels,64.0,,Windows 10 S,2.4 GHz 8032,2,2.4 GHz,4 GB,11.6in
a154,HP Elite X2 1012 G1 Detachable 2-IN-1 Business Tablet Laptop - 12 FHD IPS Touchscreen (1920x1280) Intel Core m5-6Y54 256GB SSD 8GB RAM Keyboard + HP Active Stylus Windows 10 Professional 64-bit,$674.88,10.25 hours,HP,1920x1080 pixels,256,PC,Windows 10,1.8 GHz Intel Core i5,2,1.8 GHz,8 GB,12.5in
a155,MSI GT73VR TITAN PRO-1005 17.3 120Hz 5ms Hardcore Gaming Laptop i7-7700HQ GTX 1080 8G 16GB 512GB SSD + 1TB Black-Red,$2299.00,,MSI,1920x1080 pixels,256.0,PC,Windows 10 Home,3.8 GHz Intel Core i7,1,3.8 GHz,16 GB,17.3in
a156,Samsung Notebook 9 Ultra-Slim Laptop 13.3 Full HD Intel i7-7500U 16GB RAM Windows 10 Home Fingerprint Sensor 1.8lbs Light Titan - NP900X3N-K04US,$1099.99,,Samsung,1920 x 1080 pixels,256.0,PC,Windows 10,2.7 GHz Core i7 7500U,2,2.7 GHz,16 GB,13.3in
a157,Lenovo ThinkPad Edge E470 14 HD Screen (1366x768) Intel Dual Core i5-6200U 2.3 GHz 8GB RAM 240GB Solid State Drive Windows 10 Pro,$719.95,,Lenovo,,240 GB,,Windows 10 Professional,Intel,2,,8 GB,14in
a158,HP Pavilion Business Flagship Laptop PC (2018 Edition) 15.6 HD WLED-backlit Display 8th Gen Intel i5-8250U Quad-Core Processor 8GB DDR4 RAM 1TB HDD Bluetooth Webcam B&O Audio Windows 10,$509.73,7 hours,HP_Pavillion,1366x768,1 TB,PC,Windows 10,1.6 GHz Intel Core i5,4,1.6 GHz,8 GB,15.6in
a159,HP ChromeBook 11 G4 EE: 11.6-inch (1366x768) | Intel Celeron N2840 2.16GHz | 16GB eMMC SSD | 4GB RAM | Chrome OS - Black,$182.00,11 hours,HP,1366 x 768 pixels,16,PC,Chrome,2.16 GHz Intel Celeron,2,2.16 GHz,4 GB,11.6in
a160,2018 HP 15.6 inch HD Touchscreen Premium Laptop PC Intel Core i5 Processor 8GB RAM 2TB HDD + 128GB SSD HDMI Bluetooth WIFI Windows 10 Home,$599.99,,HP,,2128 GB,PC,Windows 10 Home 64,2.5 GHz Intel Core i5,2,2.5 GHz,8 GB,15.6in
a161,2017 Business Flagship Dell Inspiron 15.6 LED-Backlit Display Laptop PC Intel i7-7500U Processor 8GB DDR4 RAM 256GB SSD DVD-RW Backlit-keyboard HDMI 802.11ac Webcam Bluetooth Windows 10-Gray,$718.69,,Dell,1366 x 768,256 GB,PC,Windows 10,2.7 GHz Core i7 2.7 GHz,2,2.7 GHz,8 GB,15.6in
a162,HP Laptop 15-bs091ms 15.6-inch HD touchscreen Intel Core i3-7100U 8GB memory/1TB HDD DVD-Writer Windows 10 GA webcam with integrated digital microphone,$408.95,,HPCom,,1 TB,PC,Windows 10,2.4 GHz Core i3-540,2,2.4 GHz,6 GB,15.6in
a163,Lenovo Flex 5 15.6-Inch 2-in-1 Laptop (Intel Core i5-8250U 8GB DDR4 256GB PCIe SSD Windows 10) 81CA0008US,$789.00,,Lenovo,1920x1080 pixels,256,,Windows 10,1.6 GHz Intel Core i5,4,1.6 GHz,8 GB,15.6in
a164,HP 15-F222WM 15.6 Touch Screen Laptop (Intel Quad Core Pentium N3540 Processor 4GB Memory 500GB Hard Drive Windows 10),$318.66,6 hours,HP,1366 x 768 pixels,500 GB,PC,Windows 10,2.16 GHz Pentium N3540,2,2.16 GHz,4 GB,15.6in
a165,2017 Lenovo ThinkPad E570 15.6 Business Laptop: Full HD (1920x1080) IPS Anti-Glare Intel Core i7-7500U 256GB SSD 16GB DDR4 NVIDIA GTX 950 FingerPrint DVD+RW Windows 10 Pro,$1055.95,,Lenovo,,256 GB,PC,Windows 10,2.7 GHz Intel Core i7,2,2.7 GHz,16 GB,15.6in
a166,HP Chromebook T4M32UT#ABA 14-Inch Laptop (Intel Celeron processor 4 GB RAM 16 GB SSD Chrome OS) Black,$238.00,8.15 hours,HP,1366 x 768 pixels,16.0,PC,Chrome,2.58 GHz Intel Celeron,2,2.58 GHz,4 GB,14in
a167,2018 Flagship HP 17.3 HD+ SVA BrightView WLED-Backlit Laptop - Intel Dual-Core i3-7100U 2.4GHz 8GB DDR4 2TB HDD DVDRW Backlit Keyboard 802.11ac Bluetooth HDMI Webcam USB 3.1 Win 10 - Gray,$589.69,5 hours,HP,1600x900,2 TB,PC,Windows 10,2.4 GHz Intel Core i3,2,2.4 GHz,8 GB,17.3in
a168,Acer R11 11.6 Convertible 2-in-1 HD Premium IPS Touchscreen Chromebook (2018 New) Intel Celeron N3060 1.6GHz 4GB RAM 16GB eMMC flash Bluetooth HD Webcam HDMI USB 3.0 Chrome OS - White,$249.88,,Acer-R11-2-in-1-Chromebook,1366 x 768,16 GB,PC,Chrome OS,1.6 GHz Intel Celeron,2,1.6 GHz,4 GB,11.6in
a169,Lenovo ThinkPad T470s Laptop Computer 14 FHD Screen Intel Dual Core i5-6300U 8GB RAM 240GB Solid State Drive W10P,$1039.95,,Oemgenuine,1920x1080,240 GB,PC,Win 7 Pro / Win 10 Pro,2.4 GHz Intel Core i5,2,2.4 GHz,8 GB,14in
a170,HP Colorwheel 15.6 Notebook HD Touchscreen Intel N3710 Quad-Core 4GB DDR3 1TB SATA Intel HD Graphics 802.11ac Win10H - Natural Silver  (Certified Refurbished),$629.99,,HP,1366x768,1 TB,,Windows 10 Home,1.6 GHz,4,1.6 GHz,,15.6in
a171,Lenovo 14 IdeaPad N42-20 Chromebook Intel N3060 Dual-Core 16GB eMMC SSD 4GB DDR3 802.11ac Bluetooth ChromeOS,$222.80,10 hours,Lenovo,,16 GB,PC,Chrome OS,1.6 GHz Intel Celeron D,2,1.6 GHz,16 GB,14in
a172,Apple 12 MacBook Retina 1.2GHz Intel Core m3 Dual Core Processor 8GB RAM 256GB SSD Mac OS Rose Gold MNYM2LL/A (Newest Version),$1249.00,,Apple,2304x1440 pixels,256.0,Mac,MacOS Sierra,1.2 GHz core_m,1,1.2 GHz,8 GB,12in
a173,Dell XPS 13 9360 Laptop - 13.3 Anti-Glare InfinityEdge TouchScreen FHD (1920x1080) Intel Quad-Core i5-8250U 256GB NVME PCIe M.2 SSD 8GB RAM Backlit Keyboard Windows 10 - Silver,$1059.99,,Dell,1920x1080,256 GB,PC,Windows 10,1.6 GHz Intel Core i5,4,1.6 GHz,8 GB,13.3in
a174,ASUS VivoBook E403NA-US04 Thin and Lightweight 14” FHD Laptop Intel Celeron N3350 Processor 4GB RAM 64GB eMMC Storage 802.11ac Wi-Fi USB-C Windows 10,$258.85,14 hours,Asus,1920x1080 pixels,64.0,,Windows 10,8032,2,0 MHz,4 GB,14in
