id,label,left_id,left_model,left_extended_title,right_id,right_model,right_extended_title
5760,0,a320,dell xps 13 9360 touch laptop,dell xps 13 9360 13.3 infinityedge touchscreen fhd 1920x1080 intel core i5 7200u 256gb nvme m.2 ssd 8gb windows 10 ,w395,hp envy x360 15t fhd touch laptop,hp envy x360 convertible 15t fhd touch 2 1 tablet intel i7 16gb 1tb hdd 512gb ssd 15.6 fhd 1920 x 1080 touchscreen win 10 envy 15t microsoft windows
5761,0,a320,dell xps 13 9360 touch laptop,dell xps 13 9360 13.3 infinityedge touchscreen fhd 1920x1080 intel core i5 7200u 256gb nvme m.2 ssd 8gb windows 10 ,w400,hp envy x360 15t fhd touch laptop,hp envy x360 convertible 15t fhd touch 2 1 tablet intel i7 32gb 1tb hdd 128gb ssd 15.6 fhd 1920 x 1080 touchscreen win 10 envy 15t microsoft windows
5789,0,a359,t8tjg,newest acer r13 13.3 convertible 2 1 full hd ips touchscreen chromebook intel quad core mediatek mt8173c 2.1ghz 4gb 32gb ssd hdmi usb 3.0 chrome t8tjg,w685,t8tjg,dell chromebook 11 3189 11.6 celeron n3060 4 gb 64 gb ssd t8tjg os
5832,1,a389,,lenovo thinkpad x1 carbon 4 windows 10 intel core i7 6600u 512gb ssd 16gb 14 wqhd ips 2560x1440 intel hd 520 ,w3021,,lenovo thinkpad x1 carbon 4 windows 10 intel core i7 6500u 512gb nvme ssd 8gb 14 fhd ips 1920x1080 intel hd 520 
5844,1,a389,,lenovo thinkpad x1 carbon 4 windows 10 intel core i7 6600u 512gb ssd 16gb 14 wqhd ips 2560x1440 intel hd 520 ,w3078,,lenovo thinkpad x1 carbon 4 windows 8.1 intel core i7 6600u 256gb nvme ssd 16gb 14 fhd ips 1920x1080 intel hd 520 
5849,1,a389,,lenovo thinkpad x1 carbon 4 windows 10 intel core i7 6600u 512gb ssd 16gb 14 wqhd ips 2560x1440 intel hd 520 ,w3115,2017,2017 lenovo thinkpad x1 carbon 5th gen windows 7 intel core i7 7600u 180gb ssd 16gb 14 wqhd ips 2560x1440 
5879,0,a389,,lenovo thinkpad x1 carbon 4 windows 10 intel core i7 6600u 512gb ssd 16gb 14 wqhd ips 2560x1440 intel hd 520 ,w3233,,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 128gb ssd 14 ips wqhd 2560x1440 
5880,0,a389,,lenovo thinkpad x1 carbon 4 windows 10 intel core i7 6600u 512gb ssd 16gb 14 wqhd ips 2560x1440 intel hd 520 ,w3234,,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 256gb ssd 14 ips wqhd 2560x1440 
5924,1,a4,c202sa ys02,asus chromebook c202sa ys02 11.6 ruggedized 180 degree intel celeron 4 gb 16gb emmc asus,w21,c213sa ys02,asus chromebook flip c213sa ys02 11.6 2 1 intel celeron n3350 dual core 4gb 32gb asus c213sa ys02 os
5935,1,a419,aw13r2 8344slv,alienware aw13r2 8344slv 13 qhd touchscreen 6th intel core i7 16 gb 256 gb ssd nvidia geforce gtx 960mwindows 10 ,w1410,aw13r2 8900slv,dell 13.3 epic alienware 13 r2 pc intel core i7 6500u dual core 16gb 500gb windows 10 aw13r2 8900slv
5960,1,a438,nx.g85aa.003,acer nx.g85aa.003 chromebook 11.6 denim cb3 131 c3kd intel celeron 2gb 16gb ssd os,w1773,nx.gm9aa.003,chromebook 11 n7 c731t c0x8 celeron n3060 4gb 32gb 11.6 chrome multi touch acer nx.gm9aa.003
5985,1,a451,vgy82,dell vgy82 latitude 5580 15.6 hd intel core i5 7200u 8gb ddr4 256gb solid state windows 10 ,w2265,lati35802t78m,dell latitude 3580 15.6 hd intel core i5 7200u 8gb ddr4 128gb solid state windows 10 lati35802t78m
5989,0,a456,80nv00w5us,lenovo ideapad 15 y700 15.6 ips full hd 1920x1080 intel quad core i5 6300hq nvidia gtx 960m 4gb gddr5 128gb ssd 1tb hdd 8gb ddr4 windows 10 80nv00w5us,w2455,80nv00w5us,lenovo y700 15isk 80nv 80nv00w5us y700 15isk 80nv windows 10
5999,1,a457,lenovo thinkpad p51 workstation,lenovo thinkpad p51 15.6 intel i7 quad core 16gb 512gb ssd 15.6 fhd 1920x1080 ips nvidia quadro m1200m win 10 windows 64 bit,w3333,len 15 01217 p71me11,lenovo thinkpad p51s 15.6 intel i7 16gb 2tb ssd 15.6 fhd 1920x1080 ips nvidia quadro m520m win 10 len 15 01217 p71me11 microsoft windows
6064,1,a478,nx.ge8aa.002,acer chromebook 14 cp5 471 35t4 nx.ge8aa.002 ,w700,nx.gl4aa.002,acer chromebook r 13 cb5 312t k0yq 13.3 mt8173 4 gb 64 gb ssd us nx.gl4aa.002
6078,1,a485,hp envy x360,2018 hp envy x360 15.6 2 1 convertible fhd ips uwva touchscreen tablet intel quad core i7 8550u 1.8ghz 16gb ddr4 256gb sdd 1tb hdd bang & olufsen win 10 windows 64 bit,w1064,hp envy 15t uhd 4k,newest hp envy 15t pc uhd 4k touchscreen i7 12 gb 1tb hdd 128 gb ssd 15.6 uhd 3840 x 2160 touchscreen windows 10 
6082,1,a485,hp envy x360,2018 hp envy x360 15.6 2 1 convertible fhd ips uwva touchscreen tablet intel quad core i7 8550u 1.8ghz 16gb ddr4 256gb sdd 1tb hdd bang & olufsen win 10 windows 64 bit,w829,hp envy 15t uhd 4k,newest hp envy 15t pc uhd 4k touchscreen intel i7 12 gb 1tb hdd 512 gb ssd 15.6 uhd 3840 x 2160 touchscreen windows 10 
6084,0,a486,t8tjg,lenovo 15.6 legion y520 windows 10 64 bits 2.8ghz intel core i7 i7700hq 8gb ddr4 128gb ssd 1tb hdd 1920 x 1080 t8tjg,w685,t8tjg,dell chromebook 11 3189 11.6 celeron n3060 4 gb 64 gb ssd t8tjg os
6089,1,a498,1ge45ut#aba,hp elitebook 840 g4 14 windows intel core i7 2.7 ghz 16 gb 512 gb ssd 1ge45ut#aba 10 edition,w4517,1ge45utr#aba,hp elitebook 840 g4 14 wqhd i7 7500u 16gb 512gb ssd w10p refurb 1ge45utr#aba microsoft windows windows
6108,1,a503,gl553vd ds71,asus rog strix gl553vd 15.6 gtx 1050 4gb intel core i7 7700hq 16gb ddr4 1tb 7200rpm hdd rgb asus gl553vd ds71 windows,w1357,gl553ve ds74,asus rog strix gl553ve 15.6 gtx 1050ti 4gb intel core i7 7700hq 16gb ddr4 256gb ssd 1tb 7200rpm hdd rgb gl553ve ds74 windows 64bit 
6112,1,a505,80yw000eus,lenovo legion y920 17.3 fhd intel core i7 7820hk 16 gb ddr4 512gb ssd 1tb hdd geforce gtx 1070 8gb vr ready 80yw000eus windows home,w2408,80yw000eus,lenovo legion y920 17ikb core i7 gtx 1070 1920 x 1080 ips 80yw000eus windows
6114,1,a507,80vr0078us,lenovo legion y720 15.6 full hd intel core i7 7700hq 16gb ddr4 512gb ssd geforce gtx 1060 6gb windows 10 80vr0078us ,w2301,80vr001bus,lenovo legion y720 15ikb 15.6 intel core i7 7700hq 16gb ddr4 1tb hdd 128gb ssd windows 10 1920 x 1080 ips 80vr001bus
6139,1,a519,mmgl2ll a,apple macbook mmgl2ll a 12 retina rose 256 gb x,w3698,mmgl2ll a,refurbished apple macbook 12 core m3 2016 [1.1] [256gb] [8gb] rose mmgl2ll a x 10.10
6150,1,a534,i5567 3655gry,dell inspiron i5567 3655gry 15.6 fhd 7th intel core i5 8gb 1 tb hdd windows 10,w2315,i5567 7526gry,dell i5567 7526gry 15.6 intel i7 256gb ssd 8gb ddr4 win 10 intel hd 620 i5567 7526gry
6155,0,a537,t8tjg,dell xps 13 9360 8th gen intel i7 8550u13.3 qhd wled touch thunderbolt usb c finger print 512gb ssd 16gb win 10 t8tjg windows pro,w685,t8tjg,dell chromebook 11 3189 11.6 celeron n3060 4 gb 64 gb ssd t8tjg os
6169,1,a560,lenovo thinkpad p51s workstation,lenovo thinkpad p51s 15.6 intel i7 16gb 512gb ssd 15.6 fhd 1920x1080 ips nvidia quadro m520m win 10 ,w2958,len 15 01217 p71me5,lenovo thinkpad p51s 15.6 intel i7 16gb 240gb ssd 15.6 fhd 1920x1080 ips nvidia quadro m520m win 10 len 15 01217 p71me5 microsoft windows
6170,1,a560,lenovo thinkpad p51s workstation,lenovo thinkpad p51s 15.6 intel i7 16gb 512gb ssd 15.6 fhd 1920x1080 ips nvidia quadro m520m win 10 ,w2978,len 15 01217 p71me3,lenovo thinkpad p51s 15.6 intel i7 32gb 500gb hdd 15.6 fhd 1920x1080 ips nvidia quadro m520m win 10 len 15 01217 p71me3 microsoft windows
6178,1,a560,lenovo thinkpad p51s workstation,lenovo thinkpad p51s 15.6 intel i7 16gb 512gb ssd 15.6 fhd 1920x1080 ips nvidia quadro m520m win 10 ,w3484,len 15 01217 p71me14,lenovo thinkpad p51s 15.6 intel i7 32gb 4tb ssd 15.6 fhd 1920x1080 ips nvidia quadro m520m win 10 len 15 01217 p71me14 microsoft windows
6179,1,a563,20fq0060us,lenovo thinkpad x1 yoga 20fq0060us 14 wqhd 2560 x 1440 oled touchscreen 2 1 intel core i7 6600u 16gb 512gb ssd windows 10 group limited 64 bit,w3104,20fq0055us,lenovo thinkpad x1 yoga 14 core i5 6300u 8 gb 256 gb ssd 20fq0055us windows 10 
6196,1,a57,t8tjg,apple 13.3 macbook air 128gb ssd #mqd32ll a 2017 starter bundle t8tjg x,w3539,,apple 13.3 macbook air 128gb ssd #mqd32ll a 2017 frosted orange bundle 
6205,1,a572,20fd002hus,lenovo yoga 260 convertible 20fd002hus 12.5” fhd intel core i5 6300u 2.4ghz 8gb ddr4 256gb ssd windows 10 64 ,w356,20fd0001us,lenovo thinkpad yoga 260 12.5 convertible w intel i3 & 128gb ssd 20fd0001us windows 10
6214,1,a586,kwg13,dell kwg13 latitude 3480 14 hd intel core i5 7200u 4gb ddr4 500gb windows 10 ,w2237,lati3480f7ypc,dell latitude 3480 14 hd intel core i3 6006u 4gb ddr4 500gb windows 10 lati3480f7ypc
6216,1,a586,kwg13,dell kwg13 latitude 3480 14 hd intel core i5 7200u 4gb ddr4 500gb windows 10 ,w2265,lati35802t78m,dell latitude 3580 15.6 hd intel core i5 7200u 8gb ddr4 128gb solid state windows 10 lati35802t78m
6226,0,a597,dell,2018 dell inspiron 15 7000 7567 15.6 fhd intel core i5 7300hq 2.5ghz 32gb 256gb ssd 1tb hdd nvidia gtx 1050 ti 4gb windows 10 computers dell,w2322,dell,refurbished dell e7240 256gb solid state 16gb core i7 2.1ghz windows 10 grade b 
6233,1,a602,15 aq210nr,hp envy x360 15 convertible intel core i7 8550u 8gb 256gb solid state windows 10 15 aq210nr ,w713,e1hp15aq210nr,hp 15 aq210nr envy 15 intel i7 8550u 8gb touch x7u52ua#aba elite suite 17 standard software bundle corel wordperfect pc moverpdf fusionx9 1 extended e1hp15aq210nr microsoft windows
6234,0,a608,t8tjg,2017 dell inspiron 7000 15.6 fhd intel quad core i7 6700hq 2.6ghz 16gb 1tb hdd 8gb ssd nvidia geforce gtx 960m 4gb maxxaudio hdmi win 10 t8tjg windows 64 bit,w685,t8tjg,dell chromebook 11 3189 11.6 celeron n3060 4 gb 64 gb ssd t8tjg os
6240,1,a621,tp401ca dhm6t,asus vivobook flip 14 tp401ca dhm6t 14” lightweight 2 1 hd touchscreen intel core m3 7y30 2.6ghz 4gb lpddr3 128gb emmc windows 10 asus,w116,tp401na wh21t,used like asus vivobook flip 14 2 1 hd touchscreen intel quad core pentium n4200 2.5ghz 4gb 64gb emmc windows 10 tp401na wh21t microsoft
6250,1,a63,c213sa ys02,asus chromebook flip c213sa ys02 11.6 ruggedized & spill proof touchscreen intel dual core apollo lake n3350 4gb ddr4 32gb usb c supports android apps asus,w1958,c213sa ys02,asus chromebook flip c213sa ys02 11.6 intel celeron n3350 1.1ghz 4gb lpddr4 32gb emmc tpm usb3.1 chrome c213sa ys02
6264,0,a634,hp pavilion,2018 hp pavilion 14 wled hd intel dual core i5 7200u 3.1ghz 12gb ddr4 1tb hdd b&o 802.11ac hdmi usb c win 10 windows 64 bit,w1578,hp pavilion 15t t9y85av,hp pavilion 15t full hd touchscreen intel i7 quad core 16gb nvidia geforce 960m 2tb hdd 512gb ssd 15.6 fhd 1920 x 1080 touchscreen windows 10 t9y85av 
6277,0,a650,hp pavilion 17.3 nontouch i7,2018 hp 17.3 hd 1600x900 pc 7th gen intel core i7 7500u 3.5ghz 8gb ddr4 sdram 2tb hdd rw hdmi windows 10 pavilion nontouch,w1558,hp pavilion 15t t9y85av,hp pavilion 15t uhd 4k touchscreen i7 quad core 16gb nvidia geforce 960m 2tb hdd 15.6 uhd 3840 x 2160 touchscreen windows 10 t9y85av 
6278,0,a650,hp pavilion 17.3 nontouch i7,2018 hp 17.3 hd 1600x900 pc 7th gen intel core i7 7500u 3.5ghz 8gb ddr4 sdram 2tb hdd rw hdmi windows 10 pavilion nontouch,w1559,hp pavilion 15t t9y85av,hp pavilion 15t full hd touchscreen intel i7 quad core 16gb nvidia geforce 960m 2tb hdd 128gb ssd 15.6 fhd 1920 x 1080 touchscreen windows 10 t9y85av 
6289,1,a656,xn8kf,dell xn8kf latitude 3580 15.6 hd intel core i3 7100u 4gb ddr4 500gb windows 10 ,w2265,lati35802t78m,dell latitude 3580 15.6 hd intel core i5 7200u 8gb ddr4 128gb solid state windows 10 lati35802t78m
6326,0,a674,nx.gppaa.001,acer swift 1 sf113 31 p5c5 13.3 lcd intel pentium n4200 quad core 4 core 1.10 ghz 4 gb ddr3l sdram 64 gb flas nx.gppaa.001 unknown,w2256,nx.gh4aa.001,es1 732 p4g9 n4200 1.1g 4gb 1tb 17.3in 11ac w10h 64bit acer nx.gh4aa.001 windows
6328,0,a674,nx.gppaa.001,acer swift 1 sf113 31 p5c5 13.3 lcd intel pentium n4200 quad core 4 core 1.10 ghz 4 gb ddr3l sdram 64 gb flas nx.gppaa.001 unknown,w2302,nx.gsuaa.001,acer aspire 5 a517 51 33q4 17.3 1600x900 i3 6006u 8gb 1tb win10 nx.gsuaa.001 windows
6343,1,a677,r541na rb21t rd,asus r541na rb21t rd vivo book touch hd intel pentium n4200 quad core 4gb ddr3 500gb hdd windows 10 15.6 asus,w584,r541na rb21t rd,asus vivobook 15 intel quad core pentium n4200 touchscreen 4gb 500gb windows 10 r541na rb21t rd
6349,1,a68,gx501vs xs71,asus gx501vs xs71 rog zephyrus gx501 15.6” full hd 120hz gtx 1070 intel core i7 256gb ssd 16gb ddr4 asus windows pro,w1492,gx501vs xs71,asus gx501vs xs71 i7 7700hq 2.8ghz 3.8ghz asus windows 10
6362,1,a695,l200ha edu3,asus l l200ha edu3 11.6 windows 10,w898,l200ha edu3,l200ha edu3 x5 z8350 1.44g 4gb 64gb 11.6in w10 asus windows
6368,0,a703,1bs53ut#aba,hp elitebook 850 g4 15.6 windows intel core i7 2.7 ghz 16 gb 512 gb ssd 1bs53ut#aba 10 edition,w155,1bs68ut#aba,hp probook x360 11 g1 education 11.6 celeron n3350 4 gb 128 gb ssd 1bs68ut#aba unknown
6372,0,a703,1bs53ut#aba,hp elitebook 850 g4 15.6 windows intel core i7 2.7 ghz 16 gb 512 gb ssd 1bs53ut#aba 10 edition,w644,1bs35ut#aba,hp zbook 15u g4 15.6 core i7 7500u 16 gb 512 gb ssd 1bs35ut#aba windows 10
6376,1,a703,1bs53ut#aba,hp elitebook 850 g4 15.6 windows intel core i7 2.7 ghz 16 gb 512 gb ssd 1bs53ut#aba 10 edition,w941,1bs50ut#aba,hp elitebook 850 g4 15.6 core i5 7300u 8 gb 256 gb ssd 1bs50ut#aba windows 10
6399,1,a712,20hb001vus,lenovo thinkpad p51s intel i7 7500u 16gb 512gb ssd 20hb001vus windows 10 pro,w2712,20hb001hus,lenovo thinkpad p51s 20hb001hus 15.6 lcd intel core i5 [7th gen] i5 7300u dual core [2 core] 2.60 ghz 4 gb ddr4 sdram 500 gb hdd windows 10 [english] microsoft 
6446,1,a742,nh1dy,dell nh1dy latitude 3580 15.6 hd intel core i5 7200u 4gb ddr4 500gb windows 10 ,w2252,lati35806fc0d,dell latitude 3580 15.6 hd intel core i3 6006u 4gb ddr4 500gb windows 10 lati35806fc0d
6468,0,a751,lenovo thinkpad p71 workstation,lenovo thinkpad p71 17.3 intel i7 quad core 16gb 1tb hdd 512gb ssd 17.3 fhd 1920x1080 nvidia quadro m620m win 10 ,w3025,len 15 01217 p71me6,lenovo thinkpad p51s 15.6 intel i7 32gb 240gb ssd 15.6 fhd 1920x1080 ips nvidia quadro m520m win 10 len 15 01217 p71me6 microsoft windows
6475,1,a752,80st0025us,lenovo ideapad 310 15.6 amd a10 12gb 1tb windows 10 80st0025us,w2533,80st001nus,lenovo ideapad 310 15.6 amd a12 9700p 12gb 1tb hdd amd radeon r5 windows 10 80st001nus
6523,0,a782,w0s06ut#aba,hp elitebook g1 w0s06ut 12.5 intel core m5 6y548gb 256 gb win 10 w0s06ut#aba windows edition,w2319,w0s98ut#aba,hp 250 g5 15.6 core i5 6200u 4 gb 500 gb hdd w0s98ut#aba windows 10
6535,1,a8,x7s52ua#aba,hp 14 stream intel celeron n3060 4gb 32gb emmc 1 office 365 hdmi x7s52ua#aba windows 10,w2000,x7s45ua#aba,hp stream 14 ax020nr 14 windows 10 office 365 1 intel celeron n3060 4gb 32gb emmc x7s45ua#aba
6541,0,a8,x7s52ua#aba,hp 14 stream intel celeron n3060 4gb 32gb emmc 1 office 365 hdmi x7s52ua#aba windows 10,w702,x7q92ua#aba,hp pavilion touchscreen 2 1 convertible 15.6 hd intel core i5 7200u dc 8gb rammemory 500gb 8gb ssd hd b&o windows 10 x7q92ua#aba microsoft
6553,0,a815,t8tjg,lenovo ideapad 15.6 hd pc amd a12 9720p quad core 8gb 1tb hdd rw 4.1 windows 10 t8tjg,w685,t8tjg,dell chromebook 11 3189 11.6 celeron n3060 4 gb 64 gb ssd t8tjg os
6587,0,a826,nx.gqgaa.002,acer swift 3 sf314 52 517z 14 intel core i5 8250u 1.6ghz 8gb ddr4 onboard 256gb solid state microsoft windows 10 nx.gqgaa.002 unknown,w138,nx.gp7aa.002,acer r5 2 1 intel i5 7200u 8gb 256gb ssd nx.gp7aa.002 windows 10
6615,0,a826,nx.gqgaa.002,acer swift 3 sf314 52 517z 14 intel core i5 8250u 1.6ghz 8gb ddr4 onboard 256gb solid state microsoft windows 10 nx.gqgaa.002 unknown,w604,nx.gptaa.002,acer chromebook 15 cb515 1ht p39b pentium n4200 1.1 ghz chrome 4 gb 32 gb emmc 15.6 ips touchscreen 1920 x 1080 full hd hd 505 wi fi pure kbd us nx.gptaa.002
6623,1,a85,i5378 3031gry pus,dell i5378 3031gry pus inspiron 13.3 2 1 7th gen core i3 2.40 ghz 4gb 1tb hdd intel hd 620 windows 10 64bit english,w224,i5578 3052gry pus,dell inspiron 15 i5578 3052gry pus 15.6 full hd 2 1 convertible touchscreen intel i3 7100u 8gb 1tb hdd windows
6630,1,a856,w2l54ua,flagship hp 15.6 hd intel i5 2.8ghz 8gb 1tb hdd usb 3.0 hdmi win 10 w2l54ua windows,w2220,w2l54ua#aba,hp pavilion 15 au020wm 15.6 manhattan windows 10 intel core i5 6200u 8gb 1tb w2l54ua#aba
6642,0,a864,i5568 0463gry,dell i5568 0463gry 15.6 fhd 2 1 intel core i3 6100u 2.3ghz 4 gb 500 gb hdd windows 10 ,w36,i5368 1692gry,refurbished dell i5368 1692gry 13.3 fhd 2 1 intel core i3 6100u 2.3ghz 4 gb 1 tb hdd windows 10 i5368 1692gry
6651,1,a878,20hd000rus,lenovo thinkpad t470 20hd000rus 14 fhd 1920x1080 ips intel i5 7300u 8gb 256gb nvme ssd windows 10 ,w2294,20hd004aus,lenovo thinkpad t470 14 core i5 7300u 8 gb 500 gb hdd 20hd004aus windows 10
6690,1,a888,,lenovo thinkpad x1 carbon 4 windows 10 intel core i7 6600u 1tb ssd 16gb 14 wqhd ips 2560x1440 intel hd 520 ,w3055,,lenovo thinkpad x1 carbon 4 windows 7 intel core i5 6200u 1tb ssd 8gb 14 fhd ips 1920x1080 intel hd 520 
6699,1,a888,,lenovo thinkpad x1 carbon 4 windows 10 intel core i7 6600u 1tb ssd 16gb 14 wqhd ips 2560x1440 intel hd 520 ,w3105,,lenovo thinkpad x1 carbon 4 windows 7 intel core i7 6600u 512gb ssd 16gb 14 fhd ips 1920x1080 intel hd 520 
6703,1,a888,,lenovo thinkpad x1 carbon 4 windows 10 intel core i7 6600u 1tb ssd 16gb 14 wqhd ips 2560x1440 intel hd 520 ,w3117,,lenovo thinkpad x1 carbon 4 windows 7 intel core i7 6600u 128gb ssd 16gb 14 wqhd ips 2560x1440 intel hd 520 
6718,1,a888,,lenovo thinkpad x1 carbon 4 windows 10 intel core i7 6600u 1tb ssd 16gb 14 wqhd ips 2560x1440 intel hd 520 ,w3177,,lenovo thinkpad x1 carbon 4 windows 10 intel core i7 6600u 256gb ssd 16gb 14 wqhd ips 2560x1440 intel hd 520 
6735,1,a888,,lenovo thinkpad x1 carbon 4 windows 10 intel core i7 6600u 1tb ssd 16gb 14 wqhd ips 2560x1440 intel hd 520 ,w3237,,lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 128gb ssd 14 ips wqhd 2560x1440 
6763,0,a891,lenovo thinkpad e570 20h5 p2,lenovo thinkpad e570 intel i5 7200 8gb 500gb ssd windows 10 64 authority 20h5 p2,w2599,thinkpad,refurbished lenovo thinkpad t430 i5 2.6ghz 8gb 240ssd windows 10 64 cam 
6764,0,a893,t8tjg,acer intel core i5 7200u 8 gb ddr4 256 gb ssd nvidia geforce 940mx full hd 17.3 1080p windows 10 t8tjg,w685,t8tjg,dell chromebook 11 3189 11.6 celeron n3060 4 gb 64 gb ssd t8tjg os
6795,1,a900,lenovo thinkpad p51 workstation,lenovo thinkpad p51 15.6 intel i7 quad core 32gb 512gb ssd 15.6 fhd 1920x1080 ips nvidia quadro m1200m win 10 windows 64 bit,w3484,len 15 01217 p71me14,lenovo thinkpad p51s 15.6 intel i7 32gb 4tb ssd 15.6 fhd 1920x1080 ips nvidia quadro m520m win 10 len 15 01217 p71me14 microsoft windows
6797,1,a909,80w3006rus,lenovo ideapad 710s plus 13 intel core i7 7500 8gb ddr4 256gb pcle ssd intel hd 620 windows 10 80w3006rus ,w2521,80w3006rus,lenovo 710s plus 13ikb 13.3 core i7 7500u 8 gb 256 gb ssd 80w3006rus windows
6805,0,a925,dell,2018 fhd 1080p dell inspiron 15 5000 15.6 touchscreen intel core i5 8250u 3.4ghz 8gb 256gb ssd intel hd 620 hd windows 10 dell,w2322,dell,refurbished dell e7240 256gb solid state 16gb core i7 2.1ghz windows 10 grade b 
6827,1,a944,20fh001tus,lenovo thinkpad t560 20fh001tus 15.6 intel core i7 6600u 8gb 256gb ssd windows 7 ,w2950,20fh0020us,lenovo thinkpad t560 15.6 core i5 6300u 4 gb 256 gb ssd 20fh0020us windows 7
6835,1,a949,17 bs010nr,hp 17 intel pentium n3710 4gb 1tb windows 10 17 bs010nr ,w2018,1kv29ua#aba,hp 17 bs010nr 17.3 windows 10 intel pentium n3710 quad core 4gb 1tb 1kv29ua#aba
6844,1,a952,nx.g15aa.001,acer cb3 531 c4a5 15.6 chromebook celeron n2830 2.16 ghz 2 gb 16 gb ssd textured granite nx.g15aa.001 os,w1799,nx.gm8aa.001,acer chromebook 11 n7 c731 c8ve 11.6 celeron n3060 4 gb 16 gb ssd us nx.gm8aa.001 os
6851,1,a952,nx.g15aa.001,acer cb3 531 c4a5 15.6 chromebook celeron n2830 2.16 ghz 2 gb 16 gb ssd textured granite nx.g15aa.001 os,w1978,nx.g15aa.001,acer granite 15.6 cb3 531 c4a5 chromebook pc intel celeron n2830 dual core 2gb 16gb chrome nx.g15aa.001
6853,0,a952,nx.g15aa.001,acer cb3 531 c4a5 15.6 chromebook celeron n2830 2.16 ghz 2 gb 16 gb ssd textured granite nx.g15aa.001 os,w206,nx.gtqaa.001,acer spin sp515 51gn sp515 51gn 807g 15.6 intel core i7 i7 8550u 8gb ddr4 1tb hdd windows 10 1920 x 1080 ips convertible 2 1 nx.gtqaa.001
6879,0,a966,x751na ds21q,asus x751na ds21q x series x751na d21q 17.3” hd quad core intel pentium n4200 1.1ghz 2.5ghz 8gb ddr3 1tb hdd slim asus windows 10,w2468,x751na ds21q,x751na ds21q qc n4200 1.10g 8gb 1tb 17.3in w10 64bit asus windows
