id,product_title,brand,model,operating_system,extended_title
a96,huawei matebook x ultraslim 13 qhd 2k intel core i7 7500u 8gb 512gb ssd office 365 matedock v2.0 prestige gold,huawei,watt w19a,windows 10,huawei matebook x ultraslim 13 qhd 2k intel core i7 7500u 8gb 512gb ssd office 365 matedock v2.0 prestige watt w19a windows 10
a97,dell xps 13 9365 13.3 2 1 fhd touchscreen 7th gen intel core i7 7y75 8gb 256gb ssd windows 10 home,dell,dell xps 13 9365,windows 10,dell xps 13 9365 13.3 2 1 fhd touchscreen 7th gen intel core i7 7y75 8gb 256gb ssd windows 10 
a98,samsung chromebook plus convertible touch xe513c24 k01us ,samsung,xe513c24 k01us,chrome,samsung chromebook plus convertible touch xe513c24 k01us 
a99,acer swift 3 8th gen intel core i5 8250u nvidia geforce mx150 14 full hd 8gb lpddr3 256gb ssd sf314 52g 55wq,acer,sf314 52g 55wq,windows 10 home,acer swift 3 8th gen intel core i5 8250u nvidia geforce mx150 14 full hd 8gb lpddr3 256gb ssd sf314 52g 55wq windows 10 home
a100,newest lenovo ideapad 320 15.6 hd 1366x768 pc intel celeron n3350 1.1ghz 4gb ddr4 1tb hdd hdmi rw windows 10 black,lenovo,lenovo ideapad 320 15.6,windows 10,newest lenovo ideapad 320 15.6 hd 1366x768 pc intel celeron n3350 1.1ghz 4gb ddr4 1tb hdd hdmi rw windows 10 
a101,asus gtx 1050 ti 4gb intel core i7 17.3” wideview fhd 8gb ddr4 1tb 7200rpm hdd fx73ve,asus,fx73ve wh71,windows 10,asus gtx 1050 ti 4gb intel core i7 17.3” wideview fhd 8gb ddr4 1tb 7200rpm hdd fx73ve asus fx73ve wh71 windows
a102,asus chromebook c300sa compact 13.3 intel celeron 4gb 16gb emmc ,asus,c300sa dh02,chrome,asus chromebook c300sa compact 13.3 intel celeron 4gb 16gb emmc asus c300sa dh02
a103,asus zenbook ux303ua 13.3 fhd touchscreen intel core i5 8 gb 256 gb ssd windows 10 ,asus,ux303ua dh51t,windows 10,asus zenbook ux303ua 13.3 fhd touchscreen intel core i5 8 gb 256 gb ssd windows 10 asus ux303ua dh51t
a104,2017 hp 15.6 pc amd a12 9700p apu quad core 8gb ddr4 1tb hdd rw amd radeon r7 window 10 blue,hp,t8tjg,windows 10,2017 hp 15.6 pc amd a12 9700p apu quad core 8gb ddr4 1tb hdd rw amd radeon r7 window 10 t8tjg windows
a105,hp 15.6 hd touchscreen intel quad core pentium n3540 2.16 ghz 4gb ddr3l 1600 500 gb hdd hdmi hd win 10 ,hp,n5y13ua#aba,windows 10,hp 15.6 hd touchscreen intel quad core pentium n3540 2.16 ghz 4gb ddr3l 1600 500 gb hdd hdmi hd win 10 n5y13ua#aba windows
a106,2017 lenovo yoga 710 2 1 11.6 fhd ips touch intel pentium 4gb 128gb ssd hdmi 802.11ac no win10 chassis,lenovo,lenovo yoga 11.6,windows 10,2017 lenovo yoga 710 2 1 11.6 fhd ips touch intel pentium 4gb 128gb ssd hdmi 802.11ac no win10 yoga windows
a107,brand dell xps 9370 13.3 uhd 3840 x 2160 infinityedge touch 8th gen intel core i7 8550u 16gb 512 gb ssd windows 10 silver,dell,,windows 10,brand dell xps 9370 13.3 uhd 3840 x 2160 infinityedge touch 8th gen intel core i7 8550u 16gb 512 gb ssd windows 10 
a108,2017 lenovo n23 11.6 touchscreen 2 1 intel celeron n3060 4gb 32gb emmc windows 10 professional,lenovo,lenovo n23,windows 10,2017 lenovo n23 11.6 touchscreen 2 1 intel celeron n3060 4gb 32gb emmc windows 10 
a109,2017 acer r11 11.6 convertible 2 1 hd ips touchscreen chromebook intel quad core celeron n3160 1.6ghz 4gb 32gb emmc hd hdmi usb 3.0 chrome white,acer,t8tjg,chrome os,2017 acer r11 11.6 convertible 2 1 hd ips touchscreen chromebook intel quad core celeron n3160 1.6ghz 4gb 32gb emmc hd hdmi usb 3.0 chrome t8tjg
a110,2018 hp stream pc 1 office 14 hd wled intel celeron dual core 4gb 32gb emmc hdmi windows 10 black,hp,,,2018 hp stream pc 1 office 14 hd wled intel celeron dual core 4gb 32gb emmc hdmi windows 10 hp
a111,dell inspiron 5000 15.6 hd pc intel core i7 7500u 16gb 512gb ssd rw 2 usb 3.0 rj 45 windows 10 ,dell,t8tjg,windows 10,dell inspiron 5000 15.6 hd pc intel core i7 7500u 16gb 512gb ssd rw 2 usb 3.0 rj 45 windows 10 t8tjg
a112,dell xps9360 1718slv 13.3 7th gen intel core i5 8gb 128 gb ssd machined back & base silver,dell,xps9360 1718slv,windows 10,dell xps9360 1718slv 13.3 7th gen intel core i5 8gb 128 gb ssd machined back & base windows 10
a113,dell xps 13 9360 13.3 full hd infinityedge touchscreen intel 7th gen kaby lake i5 7200u 8gb 128gb ssd,dell,9360,windows 10,dell xps 13 9360 13.3 full hd infinityedge touchscreen intel 7th gen kaby lake i5 7200u 8gb 128gb ssd windows 10
a114,hp elitebook 9470m 14 intel core i5 3427u 1.8ghz 8gb 180gb ssd windows 10 ,hp,9470m,windows 10 professional,hp elitebook 9470m 14 intel core i5 3427u 1.8ghz 8gb 180gb ssd windows 10 professional
a115,asus rog strix 17 full hd 120hz panel intel core i7 2.8ghz gtx 1080 8gb 16gb ddr4 256gb ssd 1tb hdd hairline gl702vi wb74 ,asus,gl702vi wb74,windows 10,asus rog strix 17 full hd 120hz panel intel core i7 2.8ghz gtx 1080 8gb 16gb ddr4 256gb ssd 1tb hdd hairline gl702vi wb74 asus windows
a116,2018 hp envy x360 convertible 2 1 full hd ips 15.6 touchscreen intel quad core i7 8550u 12gb 1tb hd bang & olufsen audio,hp,15 a0627cl,windows 10,2018 hp envy x360 convertible 2 1 full hd ips 15.6 touchscreen intel quad core i7 8550u 12gb 1tb hd bang & olufsen hp 15 a0627cl windows 10
a117,2017 hp pavilion pc 15.6 full hd ips wled intel i7 7500u 12gb ddr4 1tb hdd b&o windows 10 gray,hp,15 cc563st,windows 10,2017 hp pavilion pc 15.6 full hd ips wled intel i7 7500u 12gb ddr4 1tb hdd b&o windows 10 15 cc563st
a118,lenovo ideapad 210s 11.6 hd 2018 intel celeron n3350 dual core 2.0ghz 2gb 32gb emmc windows 10 office 365 personal,lenovo 11.6 2gb 32gb mineral gray,lenovo 11.6 2gb 32gb mineral gray,windows 10,lenovo ideapad 210s 11.6 hd 2018 intel celeron n3350 dual core 2.0ghz 2gb 32gb emmc windows 10 office 365 lenovo 11.6 2gb 32gb mineral lenovo 11.6 2gb 32gb mineral gray
a119,2018 dell 15.6 hd intel i5 7200u 8gb ddr4 256gb ssd rw hdmi windows 10 black,dell,t8tjg,windows 10,2018 dell 15.6 hd intel i5 7200u 8gb ddr4 256gb ssd rw hdmi windows 10 t8tjg
a120,lenovo 320s pc 14 intel i5 7200u 8gb ddr4 256gb ssd dolby hdmi 802.11ac 3.7 lbs windows 10 silver,lenovo,fba_688948124424,windows 10,lenovo 320s pc 14 intel i5 7200u 8gb ddr4 256gb ssd dolby hdmi 802.11ac 3.7 lbs windows 10 fba_688948124424
a121,2018 hp envy x360 2 1 15.6 fhd 1080p ips touchscreen quad core amd fx 9800p 3.6 ghz 8gb ddr4 1tb 7200rpm hdd hdmi b&o windows ink win10,hp,hp envy x360 15.6,windows 10,2018 hp envy x360 2 1 15.6 fhd 1080p ips touchscreen quad core amd fx 9800p 3.6 ghz 8gb ddr4 1tb 7200rpm hdd hdmi b&o windows ink win10 
a122,dell inspiron 15 5000 15.6 7th intel core i7 7500u 12gb 1tb windows 10 home,dell,i55677161gry,windows 10,dell inspiron 15 5000 15.6 7th intel core i7 7500u 12gb 1tb windows 10 i55677161gry
a123,2017 acer aspire 15.6 hd amd a9 9420 3.6ghz 6gb ddr4 1tb hdd amd radeon r5 hdmi 802.11ac usb3.0 windows 10,acer,acer aspire 15.6,windows 10,2017 acer aspire 15.6 hd amd a9 9420 3.6ghz 6gb ddr4 1tb hdd amd radeon r5 hdmi 802.11ac usb3.0 windows 10 
a124,hp 15.6 hd pc amd quad core e2 7110 apu 1.8ghz 4gb ddr3 500gb hdd amd radeon r2 usb 3.0 hd hdmi rj 45 windows 10 home,hp,b01n9ejarx,windows 10,hp 15.6 hd pc amd quad core e2 7110 apu 1.8ghz 4gb ddr3 500gb hdd amd radeon r2 usb 3.0 hd hdmi rj 45 windows 10 b01n9ejarx
a125,dell i3567 3636blk pus inspiron touchscreen hd pc 15.6,dell,i3567 3636blk pus,windows 10,dell i3567 3636blk pus inspiron touchscreen hd pc 15.6 dell windows 10
a126,dell inspiron 15 7567 core i5 7300hq 256gb ssd 8gb gtx 1050ti 15.6inch full hd display,dell,t8tjg,windows 10,dell inspiron 15 7567 core i5 7300hq 256gb ssd 8gb gtx 1050ti 15.6inch full hd t8tjg windows
a127,acer aspire 3 15.6 pcamd a9 9420 3.6ghz 6gb 1tb hddwindows 10 ,acer,a315 21 95k,windows 10,acer aspire 3 15.6 pcamd a9 9420 3.6ghz 6gb 1tb hddwindows 10 a315 21 95k
a128,dell inspiron 5000 15.6 full hd amd a 10 quad core 8gb 1tb hdd radeon rx 460 windows 10 i5576 a298blk pus,dell,i5576 a298blk pus,windows 10,dell inspiron 5000 15.6 full hd amd a 10 quad core 8gb 1tb hdd radeon rx 460 windows 10 i5576 a298blk pus 
a129,predator triton 700 intel core i7 overclockable geforce gtx 1080 15.6 fhd nvidia g sync mechanical kb 256gbx2 raid 0 ssd 32gb ddr4 pt715 51 732q,acer,pt715 51 732q,windows 10 home,predator triton 700 intel core i7 overclockable geforce gtx 1080 15.6 fhd nvidia g sync mechanical kb 256gbx2 raid 0 ssd 32gb ddr4 pt715 51 732q acer windows home
a130,2018 dell inspiron 15.6 hd pc intel celeron dual core 4gb 500gb hdd hdmi rw maxxaudio windows 10 black,dell computers,,windows 10,2018 dell inspiron 15.6 hd pc intel celeron dual core 4gb 500gb hdd hdmi rw maxxaudio windows 10 computers
a131,lenovo idea pad 320 80xm0000us 17.3 laptop,lenovo,80xm0000us,windows 10,lenovo idea pad 320 80xm0000us 17.3 windows 10
a132,acer chromebook 11.6 cb3 111 c670 intel celeron 2gb 16gb ssd manufacturer,acer,cb3 111 c670,chrome,acer chromebook 11.6 cb3 111 c670 intel celeron 2gb 16gb ssd 
a133,2018 hp 15.6 hd touchscreen pc 8th gen intel core i5 8250u quad core 8gb ddr4 2tb hdd 128gb ssd rw windows 10,hp,t8tjg,windows 10,2018 hp 15.6 hd touchscreen pc 8th gen intel core i5 8250u quad core 8gb ddr4 2tb hdd 128gb ssd rw windows 10 t8tjg
a134,hp 17.3 intel core i5 8gb 1tb hdd,hp,1bq14ua,windows 10,hp 17.3 intel core i5 8gb 1tb hdd 1bq14ua windows 10
a135,apple macbook mlvp2ll a 13 touch bar 2.9ghz dual core intel core i5 256gb retina ,apple,mlvp2ll a,mac sierra,apple macbook mlvp2ll a 13 touch bar 2.9ghz dual core intel core i5 256gb retina sierra
a136,dell inspiron 15 core i7 7700hq 16gb 128gb ssd 1tb hdd gtx 1060 6gb 15.6 full hd display,dell,i7577 7722blk,windows 10,dell inspiron 15 core i7 7700hq 16gb 128gb ssd 1tb hdd gtx 1060 6gb 15.6 full hd i7577 7722blk windows
a137,dell i7570 7817slv pus inspiron 8th gen intel core i7 8gb 1tb nvidia geforce 940mx 15.6 touch platinum silver,dell,i7570 7817slv pus,windows 10,dell i7570 7817slv pus inspiron 8th gen intel core i7 8gb 1tb nvidia geforce 940mx 15.6 touch platinum windows 10
a138,asus vivobook flip 14 2 1 hd touchscreen intel 2.2ghz 4gb 64gb windows 10 s mode switchable win10 tp401na ys02,asus,tp401na ys02,windows 10,asus vivobook flip 14 2 1 hd touchscreen intel 2.2ghz 4gb 64gb windows 10 s mode switchable win10 tp401na ys02 asus
a139,hp envy 15.6 x360 2 1 convertible full hd ips touchscreen intel core i7 7500u 12gb 1tb hdd hdmi b&o windows 10 ,hp,fba_15 u493cl fb rc,windows 10,hp envy 15.6 x360 2 1 convertible full hd ips touchscreen intel core i7 7500u 12gb 1tb hdd hdmi b&o windows 10 fba_15 u493cl fb rc
a140,2018 hp pavilion 15.6 full hd ips wled intel dual core i7 7500u 3.5ghz 16gb ddr4 1tb hdd 802.11ac hdmi usb c win 10,hp,t8tjg,windows 10,2018 hp pavilion 15.6 full hd ips wled intel dual core i7 7500u 3.5ghz 16gb ddr4 1tb hdd 802.11ac hdmi usb c win 10 t8tjg windows
a141,dell inspiron 15.6 pc intel i5 7200u 8gb ddr4 256gb ssd rw hdmi 802.11ac windows 10 gray,dell,t8tjg,windows 10,dell inspiron 15.6 pc intel i5 7200u 8gb ddr4 256gb ssd rw hdmi 802.11ac windows 10 t8tjg
a142,lenovo thinkpad t470 intel core i5 7300u 8gb ddr4 180gb ssd 14 20hd004bus,lenovo,20hd004bus,windows 10 pro,lenovo thinkpad t470 intel core i5 7300u 8gb ddr4 180gb ssd 14 20hd004bus windows 10
a143,asus zenbook 13.3 full hd 1920x1080 touchscreen 2 1 pc intel core m3 6y30 8gb 256gb ssd 802.11ac hdmi windows 10 gray,asus,ux360ca ubm1t,windows 10,asus zenbook 13.3 full hd 1920x1080 touchscreen 2 1 pc intel core m3 6y30 8gb 256gb ssd 802.11ac hdmi windows 10 asus ux360ca ubm1t
a144,lenovo legion y520 core i7 7700hq 16gb 2tb hdd 256gb ssd 1050ti 4gb 15.6 full hd,lenovo,80wk00f9us,windows 10,lenovo legion y520 core i7 7700hq 16gb 2tb hdd 256gb ssd 1050ti 4gb 15.6 full hd 80wk00f9us windows
a145,2017 hp 11.6 touchscreen chromebook intel celeron dual core 4gb 16gb emmc 802.11ac hdmi 12 hour battery chrome os,hp_touch,,chrome os,2017 hp 11.6 touchscreen chromebook intel celeron dual core 4gb 16gb emmc 802.11ac hdmi 12 hour battery chrome hp_touch
a146,acer chromebook 15 cb5 571 c1dz 15.6 full hd ips 4gb 16gb ssd ,acer,cb5 571 c1dz,chrome,acer chromebook 15 cb5 571 c1dz 15.6 full hd ips 4gb 16gb ssd 
a147,asus zenbook 13 ux331un ws51t slim 13.3” fhd wideview touch 8th gen intel core i5 8250u 8gb lpddr3 256gb ssd nvidia mx150 windows 10 fingerprint,asus,ux331un ws51t bl,windows 10 home,asus zenbook 13 ux331un ws51t slim 13.3” fhd wideview touch 8th gen intel core i5 8250u 8gb lpddr3 256gb ssd nvidia mx150 windows 10 asus ux331un ws51t bl home
a148,asus 15.6 full hd intel core i7 7700hq 16gb ddr4 128gb ssd 1tb hdd geforce gtx 1060 3gb windows 10 fx502vm as73,asus,fx502vm as73,windows 10,asus 15.6 full hd intel core i7 7700hq 16gb ddr4 128gb ssd 1tb hdd geforce gtx 1060 3gb windows 10 fx502vm as73 asus
a149,lenovo 320 15 15.6 hd amd a12 9720p 8gb 1tb gray,lenovo,t8tjg,windows 10,lenovo 320 15 15.6 hd amd a12 9720p 8gb 1tb t8tjg windows 10
a150,dell latitude 7480 14” tfj45 14” fhd i7 7600u 2.80ghz 16gb ddr4 256gb ssd windows 10 64 ,dell,tfj45,windows 10 pro,dell latitude 7480 14” tfj45 14” fhd i7 7600u 2.80ghz 16gb ddr4 256gb ssd windows 10 64 
a151,hp chromebook intel celeron n2840 4gb 16gb emmc chrome 14 ak040nr ,hp,14 ak040nr,chrome,hp chromebook intel celeron n2840 4gb 16gb emmc chrome 14 ak040nr 
a152,lenovo thinkpad e570 15.6 windows 10 intel core i5 7200 2.5 ghz 4 gb ddr4 sdram 500 gb hdd intel hd 620 4.1 20h50048us ,lenovo,20h50048us,windows 10 pro,lenovo thinkpad e570 15.6 windows 10 intel core i5 7200 2.5 ghz 4 gb ddr4 sdram 500 gb hdd intel hd 620 4.1 20h50048us 
a153,asus vivobook w202na ys02 rugged 11.6 windows 10 s upgradable k 12 education intel celeron 2.4 ghz 4gb 64gb emmc hdd spill proof usb 3.0 hdmi webcam,asus,w202na ys02,windows 10 s,asus vivobook w202na ys02 rugged 11.6 windows 10 s upgradable k 12 education intel celeron 2.4 ghz 4gb 64gb emmc hdd spill proof usb 3.0 hdmi asus
a154,hp elite x2 1012 g1 detachable 2 1 tablet 12 fhd ips touchscreen 1920x1280 intel core m5 6y54 256gb ssd 8gb hp active stylus windows 10 64 bit,hp,t8z05ut#aba,windows 10,hp elite x2 1012 g1 detachable 2 1 tablet 12 fhd ips touchscreen 1920x1280 intel core m5 6y54 256gb ssd 8gb hp active stylus windows 10 t8z05ut#aba
a155,msi gt73vr titan 1005 17.3 120hz 5ms hardcore i7 7700hq gtx 1080 8g 16gb 512gb ssd 1tb red,msi,gt73vr titan 1005,windows 10 home,msi gt73vr titan 1005 17.3 120hz 5ms hardcore i7 7700hq gtx 1080 8g 16gb 512gb ssd 1tb windows home
a156,samsung 9 slim 13.3 full hd intel i7 7500u 16gb windows 10 sensor 1.8lbs titan np900x3n k04us,samsung,np900x3n k04us,windows 10,samsung 9 slim 13.3 full hd intel i7 7500u 16gb windows 10 sensor 1.8lbs titan np900x3n k04us 
a157,lenovo thinkpad edge e470 14 hd 1366x768 intel dual core i5 6200u 2.3 ghz 8gb 240gb solid state windows 10 pro,lenovo,e470,windows 10 professional,lenovo thinkpad edge e470 14 hd 1366x768 intel dual core i5 6200u 2.3 ghz 8gb 240gb solid state windows 10 professional
a158,hp pavilion pc 2018 15.6 hd wled 8th gen intel i5 8250u quad core 8gb ddr4 1tb hdd b&o windows 10,hp_pavillion,t8tjg,windows 10,hp pavilion pc 2018 15.6 hd wled 8th gen intel i5 8250u quad core 8gb ddr4 1tb hdd b&o windows 10 hp_pavillion t8tjg
a159,hp chromebook 11 g4 ee 11.6 1366x768 intel celeron n2840 2.16ghz 16gb emmc ssd 4gb chrome black,hp,p0b78ut#aba,chrome,hp chromebook 11 g4 ee 11.6 1366x768 intel celeron n2840 2.16ghz 16gb emmc ssd 4gb chrome p0b78ut#aba
a160,2018 hp 15.6 hd touchscreen pc intel core i5 8gb 2tb hdd 128gb ssd hdmi windows 10 home,hp,hp 15.6 laptop,windows 10 64,2018 hp 15.6 hd touchscreen pc intel core i5 8gb 2tb hdd 128gb ssd hdmi windows 10 64
a161,2017 dell inspiron 15.6 pc intel i7 7500u 8gb ddr4 256gb ssd rw hdmi 802.11ac windows 10 gray,dell,t8tjg,windows 10,2017 dell inspiron 15.6 pc intel i7 7500u 8gb ddr4 256gb ssd rw hdmi 802.11ac windows 10 t8tjg
a162,hp 15 bs091ms 15.6 hd touchscreen intel core i3 7100u 8gb 1tb hdd windows 10 ga integrated digital microphone,hpcom,t8tjg,windows 10,hp 15 bs091ms 15.6 hd touchscreen intel core i3 7100u 8gb 1tb hdd windows 10 ga integrated digital microphone hpcom t8tjg
a163,lenovo flex 5 15.6 2 1 intel core i5 8250u 8gb ddr4 256gb ssd windows 10 81ca0008us,lenovo,81ca0008us,windows 10,lenovo flex 5 15.6 2 1 intel core i5 8250u 8gb ddr4 256gb ssd windows 10 81ca0008us 
a164,hp 15 f222wm 15.6 touch intel quad core pentium n3540 4gb 500gb windows 10 ,hp,n5y13ua#aba,windows 10,hp 15 f222wm 15.6 touch intel quad core pentium n3540 4gb 500gb windows 10 n5y13ua#aba
a165,2017 lenovo thinkpad e570 15.6 full hd 1920x1080 ips intel core i7 7500u 256gb ssd 16gb ddr4 nvidia gtx 950 rw windows 10 pro,lenovo,thinkpad e570 20h5,windows 10,2017 lenovo thinkpad e570 15.6 full hd 1920x1080 ips intel core i7 7500u 256gb ssd 16gb ddr4 nvidia gtx 950 rw windows 10 20h5
a166,hp chromebook t4m32ut#aba 14 intel celeron 4 gb 16 gb ssd chrome black,hp,t4m32ut#aba,chrome,hp chromebook t4m32ut#aba 14 intel celeron 4 gb 16 gb ssd chrome 
a167,2018 hp 17.3 hd sva brightview wled intel dual core i3 7100u 2.4ghz 8gb ddr4 2tb hdd 802.11ac hdmi usb 3.1 win 10 gray,hp,hp 17,windows 10,2018 hp 17.3 hd sva brightview wled intel dual core i3 7100u 2.4ghz 8gb ddr4 2tb hdd 802.11ac hdmi usb 3.1 win 10 hp windows
a168,acer r11 11.6 convertible 2 1 hd ips touchscreen chromebook 2018 intel celeron n3060 1.6ghz 4gb 16gb emmc hd hdmi usb 3.0 chrome white,acer r11 2 1 chromebook,acer r11 2 1 chromebook,chrome os,acer r11 11.6 convertible 2 1 hd ips touchscreen chromebook 2018 intel celeron n3060 1.6ghz 4gb 16gb emmc hd hdmi usb 3.0 chrome acer r11 2 1 chromebook acer r11 2 1 chromebook
a169,lenovo thinkpad t470s 14 fhd intel dual core i5 6300u 8gb 240gb solid state w10p,oemgenuine,t470s,win 7 win 10 pro,lenovo thinkpad t470s 14 fhd intel dual core i5 6300u 8gb 240gb solid state w10p oemgenuine win win pro
a170,hp colorwheel 15.6 hd touchscreen intel n3710 quad core 4gb ddr3 1tb sata intel hd 802.11ac win10h ,hp,hp 15 bs011ds,windows 10 home,hp colorwheel 15.6 hd touchscreen intel n3710 quad core 4gb ddr3 1tb sata intel hd 802.11ac win10h 15 bs011ds windows home
a171,lenovo 14 ideapad n42 20 chromebook intel n3060 dual core 16gb emmc ssd 4gb ddr3 802.11ac chromeos,lenovo,4541540,chrome os,lenovo 14 ideapad n42 20 chromebook intel n3060 dual core 16gb emmc ssd 4gb ddr3 802.11ac chromeos 4541540
a172,apple 12 macbook retina 1.2ghz intel core m3 dual core 8gb 256gb ssd mac rose mnym2ll a ,apple,mnym2ll a,macos sierra,apple 12 macbook retina 1.2ghz intel core m3 dual core 8gb 256gb ssd mac rose mnym2ll a macos sierra
a173,dell xps 13 9360 13.3 infinityedge touchscreen fhd 1920x1080 intel quad core i5 8250u 256gb nvme m.2 ssd 8gb windows 10 silver,dell,dell xps 13 9360 touch laptop,windows 10,dell xps 13 9360 13.3 infinityedge touchscreen fhd 1920x1080 intel quad core i5 8250u 256gb nvme m.2 ssd 8gb windows 10 
a174,asus vivobook e403na us04 lightweight 14” fhd intel celeron n3350 4gb 64gb emmc 802.11ac wi fi usb c windows 10,asus,e403na us04,windows 10,asus vivobook e403na us04 lightweight 14” fhd intel celeron n3350 4gb 64gb emmc 802.11ac wi fi usb c windows 10 asus
a175,razer rz09 02393e31 r3u1 blade stealth 13.3 qhd touchscreen 8th intel quad core i7 8550u 16gb 256gb ssd ,razer,rz09 02393e31 r3u1,windows 10 home,razer rz09 02393e31 r3u1 blade stealth 13.3 qhd touchscreen 8th intel quad core i7 8550u 16gb 256gb ssd windows 10 home
a176,lenovo thinkpad t470 20jm000cus 14” hd dipslay intel core i5 6200u 2.30ghz 4gb ddr4 500gb 7200rpm hdd windows 7 10 64 ,lenovo,20jm000cus,windows 7 professional,lenovo thinkpad t470 20jm000cus 14” hd dipslay intel core i5 6200u 2.30ghz 4gb ddr4 500gb 7200rpm hdd windows 7 10 64 professional
a177,2017 samsung 11.6 hd chromebook intel dual core celeron n3050 2.16ghz 2gb ddr3 16gb emmc 802.11ac hdmi hd usb 3.0 chrome os,samsung chromebook,xe500c13,chrome os,2017 samsung 11.6 hd chromebook intel dual core celeron n3050 2.16ghz 2gb ddr3 16gb emmc 802.11ac hdmi hd usb 3.0 chrome xe500c13
a178,lenovo legion y520 15.6 i5 7300hq nvidia geforce gtx 1050 ti 4gb 8gb ddr4 dram 256gb ssd windows 10 80wk00fhus,lenovo,80wk00fhus,windows 10 home,lenovo legion y520 15.6 i5 7300hq nvidia geforce gtx 1050 ti 4gb 8gb ddr4 dram 256gb ssd windows 10 80wk00fhus home
a179,2017 hp pc 15.6 hd intel pentium quad core 8gb 500gb hdd hdmi windows 10 silver,hp,t8tjg,,2017 hp pc 15.6 hd intel pentium quad core 8gb 500gb hdd hdmi windows 10 hp t8tjg
a180,lenovo yoga 700 2 1 11.6 fhd touchscreen 1080p ips pc intel dual core m5 6y54 8gb ddr3 256gb ssd hdmi windows 10 home,lenovo,lenovo yoga 700 11.6 m5,windows 10,lenovo yoga 700 2 1 11.6 fhd touchscreen 1080p ips pc intel dual core m5 6y54 8gb ddr3 256gb ssd hdmi windows 10 yoga m5
a181,microsoft surface 3 tablet 12 128 gb intel core i3 windows 10 ,microsoft,st9 00001,other,microsoft surface 3 tablet 12 128 gb intel core i3 windows 10 st9 00001 other
a182,2018 dell inspiron 15 7000 15.6 fhd ips intel quad core i7 7700hq 16gb ddr4 1tb hdd 128gb ssd 6gb nvidia geforce gtx 1060 backlight 802.11ac hdmi usb c win 10,dell,dell inspiron 15 7000,windows 10 64 bit,2018 dell inspiron 15 7000 15.6 fhd ips intel quad core i7 7700hq 16gb ddr4 1tb hdd 128gb ssd 6gb nvidia geforce gtx 1060 backlight 802.11ac hdmi usb c win 10 windows 64 bit
a183,apple macbook 13 mid 2012 core i5 2.5ghz 4gb 500gb hdd,apple,md101ll a,mac x el capitan,apple macbook 13 mid 2012 core i5 2.5ghz 4gb 500gb hdd md101ll a x el capitan
