id,product_title,brand,model,operating_system,extended_title
w110,hp envy x360 15t 2 1 convertible pc amd 7th gen quad core fx 9800p apu amd radeon r7 16gb 240gb ssd 15.6 fhd 1920 x 1080 touchscreen win10 ash silver,michaelelectronics2,hp 15 02336 x360 fhd me5,microsoft windows,hp envy x360 15t 2 1 convertible pc amd 7th gen quad core fx 9800p apu amd radeon r7 16gb 240gb ssd 15.6 fhd 1920 x 1080 touchscreen win10 ash hp 15 02336 x360 fhd me5 microsoft windows
w111,refurbished asus flip 2 1 13.3 touch intel core i3 6gb 500gb q302la bhi3t09,asus,,,refurbished asus flip 2 1 13.3 touch intel core i3 6gb 500gb q302la bhi3t09 asus
w112,manufacturer acer aspire r5 471t 79yn 14 touchscreen 2 1 windows 10 intel core i7 6500u 8gb 512gb solid state drive,acer,nx.g7waa.009,windows 10,manufacturer acer aspire r5 471t 79yn 14 touchscreen 2 1 windows 10 intel core i7 6500u 8gb 512gb solid state nx.g7waa.009
w113,hp envy x360 convertible 2 1 full hd ips 15.6 touchscreen intel core i7 8550u 12gb 1tb hd bang & olufsen dual speakers,hp,15 aq267cl,microsoft windows,hp envy x360 convertible 2 1 full hd ips 15.6 touchscreen intel core i7 8550u 12gb 1tb hd bang & olufsen dual speakers 15 aq267cl microsoft windows
w114,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 16gb 1tb hdd 15.6 fhd 1920x1080 touchscreen win 10 ,michaelelectronics2,hp 15 02395 fhd me1,microsoft windows,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 16gb 1tb hdd 15.6 fhd 1920x1080 touchscreen win 10 hp 15 02395 fhd me1 microsoft windows
w115,original hp 45w ac charger power adapter cord for hp pavilion x360 convertible 15 br041nr 15 br052od 15 br057cl 15 br075nr 15 br076nr 15 br077cl 15 br077nr,hp,,,original hp 45w ac charger power adapter cord for hp pavilion x360 convertible 15 br041nr 15 br052od 15 br057cl 15 br075nr 15 br076nr 15 br077cl 15 br077nr 
w116,used like asus vivobook flip 14 2 1 hd touchscreen intel quad core pentium n4200 2.5ghz 4gb 64gb emmc windows 10 home,asus,tp401na wh21t,microsoft windows,used like asus vivobook flip 14 2 1 hd touchscreen intel quad core pentium n4200 2.5ghz 4gb 64gb emmc windows 10 tp401na wh21t microsoft
w117,original hp 45w ac charger power adapter cord for hp pavilion x360 convertible 15 bk117cl 15 bk127cl 15 bk137cl 15 bk151nr 15 bk152nr 15 bk153nr 15 bk157cl,hp,,,original hp 45w ac charger power adapter cord for hp pavilion x360 convertible 15 bk117cl 15 bk127cl 15 bk137cl 15 bk151nr 15 bk152nr 15 bk153nr 15 bk157cl 
w118,manufacturer acer aspire r13 r7 371t 78xg 13.3 touchscreen 2 1 windows 10 intel core i7 5500u dual core 8gb 512gb solid state drive,acer,nx.mqpaa.019,windows 8,manufacturer acer aspire r13 r7 371t 78xg 13.3 touchscreen 2 1 windows 10 intel core i7 5500u dual core 8gb 512gb solid state nx.mqpaa.019
w119,original hp 45w ac charger power adapter cord for hp envy x360 convertible 15 u010dx 15 u011dx 15 u050ca 15 u100nr 15 u110dx 15 u111dx 15 u170ca,hp,,,original hp 45w ac charger power adapter cord for hp envy x360 convertible 15 u010dx 15 u011dx 15 u050ca 15 u100nr 15 u110dx 15 u111dx 15 u170ca 
w120,original hp 45w ac charger power adapter cord for hp pavilion x360 convertible 15 bk163dx 15 bk167cl 15 bk177cl 15 bk193ms 15 br010ca 15 br010nr 15 br020ca,hp,,,original hp 45w ac charger power adapter cord for hp pavilion x360 convertible 15 bk163dx 15 bk167cl 15 bk177cl 15 bk193ms 15 br010ca 15 br010nr 15 br020ca 
w121,refurbished dell inspiron i3168 3272gry 11.6 hd 2 1 tablet intel pentium n3710 4gb 500gb emmc hdd ,dell,,,refurbished dell inspiron i3168 3272gry 11.6 hd 2 1 tablet intel pentium n3710 4gb 500gb emmc hdd 
w122,hp spectre x360 13.3 convertible intel i7 7560u intel iris 16gb 512gb ssd 13.3 full hd touch 1920 x 1080 thunderbolt bt win 10 ,michaelelectronics2,hp 13 02400 fhd me2,microsoft windows,hp spectre x360 13.3 convertible intel i7 7560u intel iris 16gb 512gb ssd 13.3 full hd touch 1920 x 1080 thunderbolt bt win 10 hp 13 02400 fhd me2 microsoft windows
w123,hp spectre x360 13.3 convertible intel i7 7560u intel iris 16gb 256gb ssd 13.3 full hd touch 1920 x 1080 thunderbolt bt win 10 ,michaelelectronics2,hp 13 02400 fhd me5,microsoft windows,hp spectre x360 13.3 convertible intel i7 7560u intel iris 16gb 256gb ssd 13.3 full hd touch 1920 x 1080 thunderbolt bt win 10 hp 13 02400 fhd me5 microsoft windows
w124,microsoft surface pro,microsoft,,microsoft windows,microsoft surface windows
w125,hp spectre x360 13t convertible 2 1 tablet intel 8th gen i7 quad core 16gb 512gb ssd 13.3 uhd 4k 3840x2160 touchscreen thunderbolt3 active stylus pen win 10 silver,michaelelectronics2,hp 13 02385 uhd me2,microsoft windows,hp spectre x360 13t convertible 2 1 tablet intel 8th gen i7 quad core 16gb 512gb ssd 13.3 uhd 4k 3840x2160 touchscreen thunderbolt3 active stylus pen win 10 hp 13 02385 uhd me2 microsoft windows
w126,hp elite x2 1012 g1 12 core m7 6y75 8 gb 256 gb ssd hp elite x2 1012 g1 travel hp active pen,hp,t8z07ut#aba,windows 10,hp elite x2 1012 g1 12 core m7 6y75 8 gb 256 gb ssd hp elite x2 1012 g1 travel hp active pen t8z07ut#aba windows
w127,microsoft surface book 13.5 core i7 6600u 8 gb 256 gb ssd north america,microsoft,vp7 00001,microsoft windows,microsoft surface book 13.5 core i7 6600u 8 gb 256 gb ssd north america vp7 00001 windows
w128,hp pavilion x360 convertible 15.6 yoga 2 1 pc intel i5 8gb 1tb hdd 128gb ssd 15.6 fhd 1920x1080 touch amd radeon 530 stylus win 10 ,michaelelectronics2,hp 15 02403 amd me2,microsoft windows,hp pavilion x360 convertible 15.6 yoga 2 1 pc intel i5 8gb 1tb hdd 128gb ssd 15.6 fhd 1920x1080 touch amd radeon 530 stylus win 10 hp 15 02403 amd me2 microsoft windows
w129,lenovo yoga 700 2 1 11.6 core m5 1.1ghz 8 gb 256 gb windows 10 new,lenovo,80ke004yus,microsoft windows,lenovo yoga 700 2 1 11.6 core m5 1.1ghz 8 gb 256 gb windows 10 80ke004yus microsoft
w130,lenovo thinkpad x1 tablet 12 core m5 6y57 8 gb 256 gb ssd,lenovo,20gg001kus,windows 10,lenovo thinkpad x1 tablet 12 core m5 6y57 8 gb 256 gb ssd 20gg001kus windows 10
w131,dell latitude 5175 2 1 10.8 core m5 6y57 8 gb 256 gb ssd,dell,k61k8,windows 10,dell latitude 5175 2 1 10.8 core m5 6y57 8 gb 256 gb ssd k61k8 windows
w132,hp spectre x360 15 ap012dx 2 1 15.6 4k touch core i7 6500u 256gb ssd 16gb refurbished,hp,t6t09uar#aba,windows 10,hp spectre x360 15 ap012dx 2 1 15.6 4k touch core i7 6500u 256gb ssd 16gb t6t09uar#aba windows 10
w133,refurbished acer aspire r5 571tg 7229 15.6 touch 2 1 intel i7 12gb 256gb ssd,acer,r5 571tg 7229 pb r,,refurbished acer aspire r5 571tg 7229 15.6 touch 2 1 intel i7 12gb 256gb ssd r5 571tg 7229 pb r
w134,microsoft surface pro,microsoft,,microsoft windows,microsoft surface windows
w135,hp elitebook x360 1030 g2 13.3 core i5 7200u 8 gb 256 gb ssd us hp active pen usb c lan adapter,hp,2hh33ut#aba,windows 10,hp elitebook x360 1030 g2 13.3 core i5 7200u 8 gb 256 gb ssd us hp active pen usb c lan adapter 2hh33ut#aba windows
w136,microsoft surface book base 13.5 core i7 6600u 16 gb 512 gb ssd north america,microsoft,9ex 00001,microsoft windows windows 10,microsoft surface book base 13.5 core i7 6600u 16 gb 512 gb ssd north america 9ex 00001 windows windows 10
w137,lenovo yoga 720 tablet pc touchscreen i7 7th gen kaby lake 256gb ssd 80x7001tus touch 2 1,lenovo,80x7001tus,microsoft windows windows 10,lenovo yoga 720 tablet pc touchscreen i7 7th gen kaby lake 256gb ssd 80x7001tus touch 2 1 microsoft windows windows 10
w138,acer r5 2 1 intel i5 7200u 8gb 256gb ssd,acer,nx.gp7aa.002,windows 10,acer r5 2 1 intel i5 7200u 8gb 256gb ssd nx.gp7aa.002 windows 10
w139,lenovo thinkpad t460s 14 core i5 6200u 4 gb 128 gb ssd,lenovo,20f90039us,windows 7,lenovo thinkpad t460s 14 core i5 6200u 4 gb 128 gb ssd 20f90039us windows 7
w140,hp p4c44ua 11 p122nr x360 11.6 convertible pc intel celeron n2840 2.16 ghz dual core 2 gb ddr3l sdram 32 gb solid state windows 10 home,hp,p4c44ua,windows 10,hp p4c44ua 11 p122nr x360 11.6 convertible pc intel celeron n2840 2.16 ghz dual core 2 gb ddr3l sdram 32 gb solid state windows 10 p4c44ua
w141,refurbished dell latitude 3189 knn4x 2 1 convertible pc intel pentium n4200 1.1 ghz quad core 8 gb lpddr3 sdram 128 gb solid state 11.6 touchscreen display,,,,refurbished dell latitude 3189 knn4x 2 1 convertible pc intel pentium n4200 1.1 ghz quad core 8 gb lpddr3 sdram 128 gb solid state 11.6 touchscreen 
w142,newest lenovo 2 1 flex 4 14 hd touchscreen pc intel pentium 4405u 8gb 500gb hdd stereo speakers ethernet windows 10 black,lenovo,,microsoft windows,newest lenovo 2 1 flex 4 14 hd touchscreen pc intel pentium 4405u 8gb 500gb hdd stereo speakers ethernet windows 10 lenovo microsoft windows
w143,refurbished dell inspiron i3000 10099slv 11.6 touchscreen 2 1 intel pentium 4 gb 500 gb hdd moonlight ,dell,,,refurbished dell inspiron i3000 10099slv 11.6 touchscreen 2 1 intel pentium 4 gb 500 gb hdd moonlight 
w144,refurbished dell xps 13 9365 2 1 i7 7y75 8gb 256gb ssd fhd touch infinity windows 10 fingerprint,dell,,,refurbished dell xps 13 9365 2 1 i7 7y75 8gb 256gb ssd fhd touch infinity windows 10 
w145,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 16gb 1tb hdd 128gb ssd 15.6 fhd 1920x1080 touchscreen win 10 ,michaelelectronics2,hp 15 02395 fhd me17,microsoft windows,hp envy x360 15z yoga 2 1 convertible amd ryzen 5 quad core apu radeon vega 8 16gb 1tb hdd 128gb ssd 15.6 fhd 1920x1080 touchscreen win 10 hp 15 02395 fhd me17 microsoft windows
w146,acer cb5 132t c9kk r 11 2 1 11.6 touch chromebook tablet celeron 4gb 32gb white,acer,1.91e 11,chrome os,acer cb5 132t c9kk r 11 2 1 11.6 touch chromebook tablet celeron 4gb 32gb 1.91e 11 os
w147,hp envy x360 15t 2 1 convertible pc amd 7th gen quad core fx 9800p apu amd radeon r7 8gb 1tb hdd 15.6 fhd 1920 x 1080 touchscreen win10 ash silver,michaelelectronics2,hp 15 02336 x360 fhd me1,microsoft windows,hp envy x360 15t 2 1 convertible pc amd 7th gen quad core fx 9800p apu amd radeon r7 8gb 1tb hdd 15.6 fhd 1920 x 1080 touchscreen win10 ash hp 15 02336 x360 fhd me1 microsoft windows
w148,hp chromebook x360 11 g1 edu 11.6 touchscreen chromebook n3450 4gb 64gb,hp,2qu88ut#aba,chrome os,hp chromebook x360 11 g1 edu 11.6 touchscreen chromebook n3450 4gb 64gb 2qu88ut#aba os
w149,hp envy x360 convertible 15 aq210nr,hp,x7u52ua#aba,windows 10,hp envy x360 convertible 15 aq210nr x7u52ua#aba windows
w150,hp envy x360 15t 2 1 convertible pc amd 7th gen quad core fx 9800p apu amd radeon r7 32gb 1tb hdd 128gb ssd 15.6 fhd 1920 x 1080 touchscreen win10 ash silver,michaelelectronics2,hp 15 02336 x360 fhd me10,microsoft windows,hp envy x360 15t 2 1 convertible pc amd 7th gen quad core fx 9800p apu amd radeon r7 32gb 1tb hdd 128gb ssd 15.6 fhd 1920 x 1080 touchscreen win10 ash hp 15 02336 x360 fhd me10 microsoft windows
w151,hp pavilion x360 convertible 15.6 yoga 2 1 pc intel i5 8gb 128gb ssd 15.6 fhd 1920x1080 touch amd radeon 530 stylus win 10 ,michaelelectronics2,hp 15 02403 amd me1,microsoft windows,hp pavilion x360 convertible 15.6 yoga 2 1 pc intel i5 8gb 128gb ssd 15.6 fhd 1920x1080 touch amd radeon 530 stylus win 10 hp 15 02403 amd me1 microsoft windows
w152,refurbished dell inspiron 13 7359 i7359 8404slv 2 1 pc intel core i7 6500u 2.5 ghz dual core 8 gb ddr3l sdram 256 gb solid state 13.3 touchscreen ,,,,refurbished dell inspiron 13 7359 i7359 8404slv 2 1 pc intel core i7 6500u 2.5 ghz dual core 8 gb ddr3l sdram 256 gb solid state 13.3 touchscreen 
w153,hp envy x360 2 1 15.6 touch i5 8250u 12gb 1tb hd 15m bp111dx,hp,15m bp111dx,windows 98,hp envy x360 2 1 15.6 touch i5 8250u 12gb 1tb hd 15m bp111dx windows 98
w154,hp pavilion x360 convertible 15.6 yoga 2 1 pc intel i5 8gb 240gb ssd 128gb ssd 15.6 fhd 1920x1080 touch amd radeon 530 stylus win 10 ,michaelelectronics2,hp 15 02403 amd me6,microsoft windows,hp pavilion x360 convertible 15.6 yoga 2 1 pc intel i5 8gb 240gb ssd 128gb ssd 15.6 fhd 1920x1080 touch amd radeon 530 stylus win 10 hp 15 02403 amd me6 microsoft windows
w155,hp probook x360 11 g1 education 11.6 celeron n3350 4 gb 128 gb ssd,hp,1bs68ut#aba,unknown,hp probook x360 11 g1 education 11.6 celeron n3350 4 gb 128 gb ssd 1bs68ut#aba unknown
w156,hp elite x2 1012 g1 12 core m7 6y75 8 gb 512 gb ssd hp elite x2 1012 g1 travel hp active pen,hp,v2v91ut#aba,windows 10,hp elite x2 1012 g1 12 core m7 6y75 8 gb 512 gb ssd hp elite x2 1012 g1 travel hp active pen v2v91ut#aba windows
w157,hp probook x360 11 g1 education 11.6 pentium n4200 4 gb 128 gb ssd,hp,1bs69ut#aba,windows 10,hp probook x360 11 g1 education 11.6 pentium n4200 4 gb 128 gb ssd 1bs69ut#aba windows 10
w158,refurbished acer 11.6 intel pentium quad core 1.10 ghz 4gb 64gb windows 10,acer,nx.gngaa.002,windows 10,refurbished acer 11.6 intel pentium quad core 1.10 ghz 4gb 64gb windows 10 nx.gngaa.002
w159,refurbished dell inspiron 15 5568 15.6 full hd 2 1 touchscreen intel core i7 6500u 2.5ghz 8gb 1tb hdd windows 1,dell,,,refurbished dell inspiron 15 5568 15.6 full hd 2 1 touchscreen intel core i7 6500u 2.5ghz 8gb 1tb hdd windows 1 
w160,lenovo thinkpad yoga 370 13.3 core i5 7300u 8 gb 256 gb ssd,lenovo,20jh002aus,windows 10 ,lenovo thinkpad yoga 370 13.3 core i5 7300u 8 gb 256 gb ssd 20jh002aus windows 10 
w161,hp envy x360 convertible 15t fhd touch 2 1 tablet intel i7 12gb 1tb hdd 15.6 fhd 1920 x 1080 touchscreen win 10 ,michaelelectronics2,hp envy x360 15t fhd touch laptop,microsoft windows,hp envy x360 convertible 15t fhd touch 2 1 tablet intel i7 12gb 1tb hdd 15.6 fhd 1920 x 1080 touchscreen win 10 envy 15t microsoft windows
w162,dell inspiron 11 3168 intel pentium n3710 x4 1.6ghz 4gb 500gb 11.6 win10 red  scratch dent ,dell,1472614054 rfb,windows 10,dell inspiron 11 3168 intel pentium n3710 x4 1.6ghz 4gb 500gb 11.6 win10 red  scratch dent 1472614054 rfb windows
w163,dell inspiron 11 3168 2 1 intel pentium n3710 4gb 500gb hdd,dell,i3168 3271blu,unknown,dell inspiron 11 3168 2 1 intel pentium n3710 4gb 500gb hdd i3168 3271blu unknown
w164,lenovo thinkpad helix g2 detachable,lenovo,20cg006rus,microsoft windows,lenovo thinkpad helix g2 detachable 20cg006rus microsoft windows
w165,refurbished hewlett packard x7u84uar#aba hp envy x360 13 y013cl x7u84ua windows 10 edition,hp,x7u84uar#aba,microsoft windows windows 10,refurbished hewlett packard x7u84uar#aba hp envy x360 13 y013cl x7u84ua windows 10 microsoft
w166,dell xps 13 9365 intel core i7 7y75 x2 1.3ghz 8gb 256gb ssd 13.3 silver  ,dell,1490197270 rfb,windows 10,dell xps 13 9365 intel core i7 7y75 x2 1.3ghz 8gb 256gb ssd 13.3 silver  1490197270 rfb windows 10
w167,hp elite x2 1012 g1 12 core m5 6y54 8 gb 256 gb ssd hp elite x2 1012 g1 travel hp active pen,hp,t8z05ut#aba,windows 10,hp elite x2 1012 g1 12 core m5 6y54 8 gb 256 gb ssd hp elite x2 1012 g1 travel hp active pen t8z05ut#aba windows
w168,dell inspiron 15 5578 intel core i7 7500u x2 2.7ghz 8gb 1tb 15.6 ,dell,1485753058 rfb,windows 10,dell inspiron 15 5578 intel core i7 7500u x2 2.7ghz 8gb 1tb 15.6 1485753058 rfb windows 10
w169,hp probook x360 11 g1 education 11.6 pentium n4200 4 gb 128 gb ssd,hp,1fy92ut#aba,unknown,hp probook x360 11 g1 education 11.6 pentium n4200 4 gb 128 gb ssd 1fy92ut#aba unknown
w170,refurbished hp pavilion x360 15 bk117cl notebooks,hp,x7u09uar#aba,microsoft windows windows 10,refurbished hp pavilion x360 15 bk117cl notebooks x7u09uar#aba microsoft windows windows 10
w171,dell inspiron 11 3000 11 3168 11.6 touchscreen 2 1 netbook intel pentium n3710 quad core [4 core] 1.60 ghz convertible 4 gb ddr3l sdram 500 gb hdd hd i3168 3271blu ,dell,i31683271blu,microsoft windows,dell inspiron 11 3000 11 3168 11.6 touchscreen 2 1 netbook intel pentium n3710 quad core [4 core] 1.60 ghz convertible 4 gb ddr3l sdram 500 gb hdd hd i3168 3271blu i31683271blu microsoft windows
w172,dell xps 13 9365 intel core i7 7y75 x2 1.3ghz 8gb 256gb ssd 13.3 silver  ,dell,1493282310 rfb,microsoft windows 10professional,dell xps 13 9365 intel core i7 7y75 x2 1.3ghz 8gb 256gb ssd 13.3 silver  1493282310 rfb microsoft windows 10professional
w173,lenovo n23 yoga chromebook za260016us 11.6 touchscreen lcd 2 ,lenovo,,chrome os,lenovo n23 yoga chromebook za260016us 11.6 touchscreen lcd 2 os
w174,dell inspiron 11 3168 intel pentium n3710 x4 1.6ghz 4gb 500gb 11.6 win10blue scratch dent ,dell,1471661681 rfb,windows 10,dell inspiron 11 3168 intel pentium n3710 x4 1.6ghz 4gb 500gb 11.6 win10blue scratch dent 1471661681 rfb windows
w175,original hp 45w ac charger power adapter cord for hp pavilion x360 convertible 15 bk015nr 15 bk020wm 15 bk021nr 15 bk027cl 15 bk074nr 15 bk075nr 15 bk076nr,hp,,,original hp 45w ac charger power adapter cord for hp pavilion x360 convertible 15 bk015nr 15 bk020wm 15 bk021nr 15 bk027cl 15 bk074nr 15 bk075nr 15 bk076nr 
w176,original hp 45w ac charger power adapter cord for hp envy x360 convertible 15 u483cl 15 u493cl 15 u499nr 15 w010la 15 w056ca 15 w105wm 15 w110nr,hp,,,original hp 45w ac charger power adapter cord for hp envy x360 convertible 15 u483cl 15 u493cl 15 u499nr 15 w010la 15 w056ca 15 w105wm 15 w110nr 
w177,hp spectre x360 13 ac013dx 2 1 13.3 touch core i7 7500u 8gb 256gb ssd ,hp,13 ac013dx,,hp spectre x360 13 ac013dx 2 1 13.3 touch core i7 7500u 8gb 256gb ssd 13 ac013dx
w178,2018 hp x360 15.6 full hd touchscreen 2 1 convertible stylus pen intel core i5 8gb 128gb ssd amd radeon 530 2gb dedicated hdmi ,hp,,windows 10,2018 hp x360 15.6 full hd touchscreen 2 1 convertible stylus pen intel core i5 8gb 128gb ssd amd radeon 530 2gb dedicated hdmi windows 10
w179,asus flip tp200sa 11.6 2 1 touchscreen n3050 4 64gb win 10 open box,asus,,microsoft windows,asus flip tp200sa 11.6 2 1 touchscreen n3050 4 64gb win 10 open box microsoft windows
w180,dell latitude 12 5285 12.3 fhd touch intel core i7 7600u 16gb lppddr3 512gb ssd windows 10 pro,dell,lati528561x3p,windows 10,dell latitude 12 5285 12.3 fhd touch intel core i7 7600u 16gb lppddr3 512gb ssd windows 10 lati528561x3p
w181,refurbished hp 11 p110nr x360 11.6 convertible intel celeron 2 gb 32 gb ssd ,hp,,microsoft windows,refurbished hp 11 p110nr x360 11.6 convertible intel celeron 2 gb 32 gb ssd microsoft windows
w182,dell inspiron 11 3179 intel core m3 7y30 x2 1.0ghz 4gb 500gb 11.6 dark gray  scratch dent ,dell,1492162795 rfb,windows 10,dell inspiron 11 3179 intel core m3 7y30 x2 1.0ghz 4gb 500gb 11.6 dark gray  scratch dent 1492162795 rfb windows 10
w183,lenovo miix 320 10icr 10.1 atom x5 z8350 4 gb 128 gb ssd,lenovo,80xf00avus,windows 10 ,lenovo miix 320 10icr 10.1 atom x5 z8350 4 gb 128 gb ssd 80xf00avus windows 
w184,dell inspiron 13 5368 intel core i3 6100u x2 2.3ghz 4gb 500gb 13.3 gray  ,dell,1495028082 rfb,windows 10,dell inspiron 13 5368 intel core i3 6100u x2 2.3ghz 4gb 500gb 13.3 gray  1495028082 rfb windows
w185,lenovo yoga 700 2 1 11.6 fhd 1080p ips touch convertible intel core m3 6y30 refurbished,lenovo,,microsoft windows,lenovo yoga 700 2 1 11.6 fhd 1080p ips touch convertible intel core m3 6y30 microsoft windows
w186,hp elitebook x360 1030 g2 13.3 core i5 7200u 8 gb 256 gb ssd us hp usb c rj45 adapter,hp,1nm37ut#aba,windows 10,hp elitebook x360 1030 g2 13.3 core i5 7200u 8 gb 256 gb ssd us hp usb c rj45 adapter 1nm37ut#aba windows
w187,dell inspiron 15 5578 intel core i7 7500u x2 2.7ghz 8gb 1tb 15.6 gray  ,dell,1489677661 rfb,windows 10,dell inspiron 15 5578 intel core i7 7500u x2 2.7ghz 8gb 1tb 15.6 gray  1489677661 rfb windows 10
w188,hp elitebook x360 1030 g2 13.3 core i5 7300u 8 gb 256 gb ssd us,hp,1nm38ut#aba,windows 10,hp elitebook x360 1030 g2 13.3 core i5 7300u 8 gb 256 gb ssd us 1nm38ut#aba windows
w189,refurbished dell inspiron 15 7000 series i7568 5249t convertible pc intel core i7 6500u 2.5 ghz dual core 8 gb ddr3l 256 gb solid state 15.6 4k uhd,,,,refurbished dell inspiron 15 7000 series i7568 5249t convertible pc intel core i7 6500u 2.5 ghz dual core 8 gb ddr3l 256 gb solid state 15.6 4k uhd 
w190,hp elite book revolve 810 g3 t6d92ut convertible pc ,hp,t6d92ut,windows 7,hp elite book revolve 810 g3 t6d92ut convertible pc t6d92ut windows 7
w191,refurbished hp elitebook revolve 810 g3 convertible 11.6 4gb 128gb i5 5200u p0c06ut aba,hp,,microsoft windows,refurbished hp elitebook revolve 810 g3 convertible 11.6 4gb 128gb i5 5200u p0c06ut aba microsoft windows
w192,refurbished hp pavilion x360 convertible 13 s161nr 13 4 gb ramtouch 2 1 windows 10 notebook,hp,,,refurbished hp pavilion x360 convertible 13 s161nr 13 4 gb ramtouch 2 1 windows 10 
w193,acer spin 11 11.6 touchscreen 2 1 chromebook celeron n3350 4gb 32gb emmc,acer,nx.gpzaa.001,chrome os,acer spin 11 11.6 touchscreen 2 1 chromebook celeron n3350 4gb 32gb emmc nx.gpzaa.001 os
w194,refurbished hp pavilion x2 10.1 detachable 2 1 32gb ,hp,,microsoft windows,refurbished hp pavilion x2 10.1 detachable 2 1 32gb microsoft windows
w195,refurbished dell i7348 3571slv inspiron 13 7000 series 13 2 1 convertible touchscreen intel core i3 5010u 4gb r,dell,i7348 3571slv,,refurbished dell i7348 3571slv inspiron 13 7000 series 13 2 1 convertible touchscreen intel core i3 5010u 4gb r i7348 3571slv
